profession	cnt
Oberwinklerbauer	4
Oberwinklerbäuerin	1
Oberwinklerbauerstochter	1
Oberwinklerin	1
Oberwinklersohn	1
Oberwinnersohn	1
Oberwirth	3
Oberwittmaiser	1
Oberwittmeister	2
Oberwürth	3
Oberzauner	1
Oberzechprobst	1
Oberzehman@99	1
Oberzermeter	1
Oberzöchbrobst	1
Oberzollamtskontrolleur	1
Oberzollbeamtenstochter	2
Oberzollbeamtentochter	3
Oberzollbeamter	5
Oberzollcontroleursverweser	1
Oberzollinspektor	4
Oberzollinspektorstochter	3
Oberzwirgelmaier	2
Oberzwirglmaier	1
Oblaiarius	3
Obman	1
Obmann	4
Obrist	7
Obrist-Stallmaister	1
Obrist Hofmaister	1
Obrist zu Fues	1
Obrister	1
Obristleitenant	1
Obristleitnenambt	1
Obristlieutenant	5
Obristlieutinantin	1
Obriststallmaister	1
Obristwachtmaister	5
Obristwachtmaisters Tochter	1
Obristwachtmaisterstochter	1
Obristwachtmeister	1
Obristwachtmeisterin	1
Obristzeügmaister	1
Öbster	1
Öbsterlin	1
Obstetrix	14
Obsthandler	1
Obsthändler	1
Obsthändlerin	2
Obstler	7
Öbstler	9
Obstlerin	1
Öbstlerin	1
Obstlersfrau	1
Obstlersfrau@99	1
Öbstlerstochter	2
Ochsenfütterer	1
Oculist	1
Ödbinder	2
Ödfurtnerbauer	1
Ödmüller	2
Ödmüllerstochter	1
Oebstler	1
Öebstler	2
Oebstlerin	1
Oeconom	2
Oeconoma	4
Oeconomiearbeiter	1
Oeconomus	5
Oeconomus hospitalis	1
Oedtbauer	1
Oegger	1
Oeggertochter	1
Oehergütler	1
Oehlschlager	1
Oehlschläger	1
Oehlschlagerin	1
Oehlschlägerstochter	1
Oekonom	36
Oekonomenstochter	1
Oekonomentochter	1
Oekonomiebesitzer	1
Oekonomiebesitzer 	3
Oekonomiebesitzerin	1
Oekonomiebesitzerstochter	1
Oekonomieknecht	1
Oekonomieverwalter	1
Oekonomieverwalterstochter	1
Oekonomin	4
Oekonomsknecht	1
Oekonomssohn	1
Oekonomstochter	5
Oelbrennerstochter	1
Oelbrunersbauerstochter	1
Oelbrunerstochter	1
Oeldrucker	1
Oeler 	1
Oelerbauer	1
Oelerbauerstochter	1
Oelinger	1
Oelingersohn	1
Oelmaiergütler	1
Oelmaierssohn	1
Oelmann	1
Oelmannssohn	1
Oelmayr	1
Oelschlager	3
Oelschlägerstochter	2
Oenconomus	1
Oenipola	1
Öeniponti	1
Oenopola	35
Öenopola	5
Oesterer	2
Oestererbauer	3
Oetelbauer	1
Oetinger Bote	1
Oetingerpoth	1
Oetlbauer	1
Oettingerbote	1
Oettingerboth	1
Öettingerpott	2
Oettl	1
Oetzer	1
Oetzschneiderhäuslerin	1
Ofenmacher	4
Ofenschwarzausbruchsgütler	1
Ofenschwarzbauer	3
Ofenschwarzbäuerin	2
Ofenschwarzsohn	1
Ofenschwarztochter	1
Ofensetzer	1
Offenmacher	6
Offenschleter	1
Offenstetter	1
Official	1
Officialis	6
Officiant	4
Officiantenstochter	1
Officiator	1
Officier	1
Offizial	2
Offiziantentochter	1
Offizier	4
Offizierstochter	1
Ofnerbauer	1
Ofnertochter	2
Ofnmacher	1
Oheim der Braut	1
Ohergütler	1
Ohne Gewerb	1
Okkulist	1
Okkulistentochter	1
Okonom	1
Ökonom	249
Ökonom 	1
Ökonomenssohn	1
Ökonomenstochter	8
Ökonomenswittwe	1
Ökonomentochter	1
Ökonomie - und Hausbesitzer	1
Ökonomiearbeiter	1
Ökonomiebesitzer	10
Ökonomiebesitzerin	1
Ökonomiebesitzerstochter	2
Ökonomiebürger	2
Ökonomiebürgerstochter	1
Ökonomieführer 	1
Ökonomiegutsbesitzer	1
Ökonomieinspectorstochter	1
Ökonomieknecht	1
Ökonomiemeister	1
Ökonomiepächter	2
Ökonomiepraktikant	1
Ökonomieverwalter	9
Ökonomieverwalterstochter	1
Ökonomssohn	1
Ökonomstochter	28
Ökonomswittwe	1
Ökonomtochter	3
Olaiarius	1
Ölbrunner	2
Ölbrunnertochter	1
Öldrucker	2
Öler	1
Ölerbauer	1
Ölerin	1
Öller	1
Öllerbauer	1
Öllerbäuerin	1
Öllerbauerntochter	1
Öllinger	1
Öllingerbauer	2
Öllingergütler	2
Öllingergütlerin	1
Öllschlager	5
Ölman	1
Ölmüller	3
Ölschlager	4
Ölschläger	21
Ölschlagersbauer	1
Ölschlagerstochter	1
Ölschlägerstochter	4
Ölschlägerswittwe	1
Onkel d. BG	4
Onkel d. BT	3
Operaria	198
Operarii filia	21
Operarii filius	12
Operarii uxor	1
Operarius	6967
Operarius@99	1
Operater	1
Operator	1
Operator oculonis	1
Operatrix	9
Opifex	1
Opifex lignarius	1
Opifex vasorum stanneorum	1
Opificius sartor	1
Opilio	1
Opperarius	2
Opticus 	1
Optikus	1
Ordensdame	1
Ordensschwester	1
Ordinarius	6
Ordinarkaplan	2
Ordinary Pott	1
Ordo senatorum	1
Org.	1
Organicus	2
Organist	87
Organist 	3
Organista	52
Organistensohn	1
Organistentochter	5
Organistenwittwe	1
Organistin	7
Organoe@ opificus	1
Organoeda	5
Organoedi filia	1
Organoedo	3
Organoedus	58
Orgelbauer	4
Orgelbauerstochter	3
Orgelmacher	2
Orgelmachermaister	1
Orgelpfeifenfabrikant	4
Orgelpfeiffabrikant	1
Orgelpfeifnmacher	1
Orglmacher	9
Orglmachers Wittib	1
Orglmachertochter	1
Orgltreter	1
Orgnaista	1
Orgonista	1
Oriunda	1
Ornathändler	1
Ornator pileorum	1
Ortbauer	2
Ortbauerhäusler	1
Ortbinderstochter	1
Ortfischerbauer	2
Ortgartner	1
Orthmayr	3
Orthner	1
Orthuber	1
Orthuber 	1
Orthuberbauer	2
Orthubersohn	1
Orthubertochter	1
Örtl	1
Ortmaier	1
Ortmaier Bauer	1
Ortmaierbauer	2
Ortmaierbäuerin	1
Ortmaiergütler	1
Ortmaiertochter	1
Ortmair	2
Ortmairbauer	10
Ortmairbäuerin	6
Ortmann	1
Ortmayr	4
Ortmayr-Bauer	1
Ortmayr-Bauerstochter	1
Ortmayrbäuerin	1
Ortmayrtochter	1
Ortmeier	1
Ortmeßner	2
Ortner 	10
Ortnerbauer	18
Ortnerbäuerin	1
Ortnerbauerntochter	1
Ortnerbauerswittwe	1
Ortnerin	2
Ortnersohn	1
Ortnerstochter	1
Ortnertochter	2
Osl	1
Oslbauer	1
Oslbauer 	3
Oslbauerssohn	1
Osner	1
Osner 	3
Osnerbauer	2
Osnertochter	1
Össigmanin	1
Ostaller	1
Östallerbauer	1
Ostbahnbedienstete	1
Ostbahnbediensteter	2
Oster	1
Osterer	1
Ostererbauer	1
Östererbauer	4
Ostermaier	3
Ostermaierbauer	5
Ostermair	2
Ostermayrbauer	1
Ostermayrmetzger	1
Ostermeierbauer	1
Osternberger	2
Österpeiring	1
Ostner	2
Ostner 	2
Ostnerbauer	1
Ostnerin	1
Ostnersohn	3
Ostnertochter	2
Oswaldgütler	7
Oswalding	1
Öttinger Both	1
Öttingerbote	1
Öttingerbothenstochter	1
Öttingergütler	1
Otzergütler	1
Ötzergütler	2
Ötzersohn	1
Ötzmann	1
Otznergütler	1
Ötzschneider	1
Ovium pastor	1
Oxenwierth	1
P@khnecht	1
P@lder	1
Paader	11
Paadter	1
Pabst	3
Pachler-Knecht	1
Pächlergütler	1
Pachmayr	1
Pachmillerssohn	1
Pächter	37
Pächterin	3
Pächtersto	1
Pächterstochter	3
Päck	1
Päckenmaister	2
Packer	1
Päcker	6
Päckermeister	1
Packersweib	1
Päckh	12
Päckhenmiller	1
Päckhenmühler	2
Päckher	2
Packmeister	2
Packmeister 	1
Packmeisterstochter	1
Packträger	6
Packträgersgattin	1
Packträgerstochter	2
Pad Junger	1
Pader	184
Pader Jung	1
Padererbauer	2
Padergsell	1
Paderin	14
Padermaister	1
Paders Sohn	1
Paderstochter	1
Padkhnecht	1
Padter	2
Pafrrmessner	1
Pähler	1
Pahnrichter	3
Pahsist	1
Painriegler	1
Painringler	2
Painringlerin	1
Painringlers tochter	1
Paintmaier	1
Paintmeiermüller	1
Paintmüller	1
Paintner	1
Päkh	2
Palatinus	1
Palier	7
Paliersgattin	2
Palierstochter	1
Pallaufenbauerntochter	1
Pallermühler	1
Pallerstaller	5
Pallier	5
Pallierstochter	1
Palliter	1
Palnbitter	1
Palneator	4
Palniator	1
Paman	1
Päman	1
Pamberger	1
Pämmer	1
Panarius	1
Pangratz	2
Pangraz	1
Pangwagner	1
Panifex	22
Panigera	1
Panklbauer	1
Pankraz	1
Pankrazengütler	1
Pann- und Stattrichter	1
Pannaria	1
Pannarius	122
Pannermüller	1
Panni Tonsor	12
Pannifaber	1
Pannifer	2
Pannifex	216
Pannificum famulus	1
Pannitextor	1
Pannitonsor	26
Pannorum rasor	1
Pannorum Textor	21
Pannorum tonsor	1
Pannrichter	1
Pannum tonsor	1
Panrihter	1
Pansionpostentochter	1
Panum custos	8
Papamentierer	1
Papierer 	30
Papierergesell	3
Papierergeselle	1
Papierergesöl	1
Papierergesöll	3
Papierergsell	1
Papierergsöll	4
Papiererin	1
Papiererknecht	1
Papierermaister	4
Papiererssohn	2
Papiererstochter	1
Papierfabrikant	11
Papierfabrikantenstochter	3
Papierfabrikantentochter	3
Papierfabrikantin	1
Papierfabrikhausmeister	1
Papierfabrikhausmeisterstochter	1
Papiergesell	2
Papiergeselle	1
Papierknecht	1
Papiermacher	4
Papiermachergesell	5
Papiermachergsöll	1
Papiermacherssohn	1
Papiermacherstochter	2
Papiermaister	1
Papiermühler	2
Papirarius	2
Papirer	12
Papirergesell	1
Papirermaister	8
Papirertochter	1
Pappierer	2
Pappiererstochter	1
Pappierfabrikant	1
Pappiermachergesöll	1
Pappiermachers Gsell	1
Papstbauer	5
Papstbauerstochter	1
Papürer	2
Papürermaister	1
Papyraceus	1
Papyrer	5
Par La Solmachers Wittwe	1
Parademaister@99	1
Parafinmacher	1
Paranympho	3
Parapluemacherstochter	1
Parapluimacher	10
Parapluimacherin	1
Parapluimacherssohn	1
Parapluimacherstochter	1
Parapluimacherswittwe	1
Parasolmacher	2
Parens sponsae	1
Parfümeriehändler	1
Parochus	44
Parockenmacher	1
Parokenmacher	3
Parokhenmacher	4
Parökhenmacher	1
Paroquenmacher	4
Päroquenmacher	1
Paroquenmaher	1
Partikl.	2
Partitor	1
Parttenwirkher	1
Partzeder	1
Paruquenmacher	9
Paruquenmacherin	1
Parzhuber	1
Pasista	2
Paskor Feldweibl	1
Passaubothenstochter	1
Paßauer Bote	1
Passauerbot	1
Passauerbotenstochter	1
Passauerboth	10
Paßauerboth	1
Passauerbothentochter	1
Paßauerbothentochter	1
Passist	1
Passista	4
Pastenkoch	2
Pastetenkochstochter	1
Pastettenkoch	8
Pastettenkochin	1
Pastor	2
Pastor ovium	1
Pate der BT	1
Patentstiftfabrikant	1
Pater	4
Pater familias	2
Pater noster Macher	1
Pater O.S.B.	1
Pater parochi	2
Pater sponsae	2
Pater sponsi	3
Pathe des BG	2
Patre	1
Patrimonial Verwalterstochter	1
Patrimonialbeamter	1
Patrimonialgerichtsbothenstochter	1
Patrimonialgerichtsdiener	2
Patrimonialgerichtshalter	3
Patrimonialrichter	4
Patrinus	1
Patris successor	1
Patrollstationist@99	1
Patter	7
Pattjung	1
Patzl 	1
Patzlbauerntochter	1
Pau 	1
Pauer	555
Pauererssohn	1
Pauerin	1
Pauerns Sohn	1
Pauernsohn	3
Pauerntochter	5
Pauerskhnecht	1
Pauersohn	3
Pauerssohn	1
Pauerstochter	1
Pauertochter	1
Paukher	1
Paukhnecht	3
Paul 	6
Paulbauer	1
Paulhuber	3
Paulhuberbauer	3
Paulhuberwittwe	1
Paulin	3
Paulitütenbesitzerin	1
Paulmayerbauer	1
Paulnerweber	1
Paulsbauerswittwe	1
Paulschmidgütler	1
Paulschmidsohn	1
Paulshuber	1
Paumaister	6
Pauman	35
Paumann	2
Paumayster	3
Paumbgarthnertochter	1
Paup@	1
Paupercula	17
Pauperculus	3
Paur	1551
Paur Hueber	1
Pauren Sohn	1
Pauren Tochter	1
Paurenkhnecht	1
Paurens Tochter	1
Paurensohn	1
Paurenstochter	1
Paurerstochter	1
Paurichter	2
Paurin	3
Päurin	16
Paurndochter	2
Paurnkhnecht	5
Paurnsdochter	1
Paurnsohn	6
Paurnssohn	4
Paurnstochter	3
Paurntochter	8
Paurskhnecht	2
Paursman	288
Paursohn	2
Paurßman	5
Paurssohn	4
Paurstochter	7
Pauschreiber	20
Paustadlmaister	1
Payrin	2
Pazirnergesell	1
Pchlmaysterin	1
Pechbrener	1
Pechbrenner	6
Pechbrennerbauer	1
Pechbrennerssöldnerstochter	1
Pechbrennerstochter	1
Pechelmaister	3
Pechgraber Dochter	1
Pechlbauer	3
Pechlbauerstochter	1
Pechler	95
Pechler 	5
Pechler Khnecht	1
Pechlerbauer	3
Pechlergesell	3
Pechlergeselle	1
Pechlergütler	3
Pechlergütlerstochter	2
Pechlerhäusler	1
Pechlerin	9
Pechlerknecht	4
Pechlerknechtsgattin	1
Pechlerknechtstochter	2
Pechlerknechtsweib	1
Pechlermaister	3
Pechlermeister	19
Pechlermeisterin	1
Pechlermeisterinn	1
Pechlermeisterstochter	3
Pechlers Töchterl	1
Pechlersknecht	1
Pechlersohn	2
Pechlerssohn	6
Pechlerstochter	14
Pechlertochter	5
Pechlmaister	2
Pechlmaisterin	1
Pechman	1
Pechmangütler	2
Pechmann	2
Pechmanngütler	4
Pechmiller	1
Pechter	1
Pechtertochter	1
Peck	3
Peckh	47
Peckh 	1
Peckhen Sohn	1
Peckhenmillner	1
Peckhentochter	1
Peckher	7
Peckhermiller	1
Peckherstochter	1
Peckhin	4
Peckler	1
Pectenarius	3
Pectinarius	29
Pedell	4
Pedelrichter	1
Pedibus	1
Pedisequus	1
Peidler	1
Peillergütler	1
Peirin	4
Peischl	1
Peishuber	1
Peishuberbauer	1
Peislbauer	1
Peislsohn	1
Peiß	1
Peiß 	1
Peißl	1
Peißtochter	1
Pekh	180
Pekhen Jung	1
Pekhenjunge	1
Pekhenmikker	1
Pekhenmiller	7
Pekhenmillner	1
Pekhenmüller	3
Pekheriung	1
Pekherjung	2
Pekhermiller	1
Pekherssohn	1
Pekherstochter	1
Pekhertochter	1
Pekhin	71
Pelhler	1
Pelio	1
Pelkermühlerstochter	1
Pellarius	3
Pelleo	1
Pelliciarius	1
Pellifex	6
Pellio	130
Pemberger	3
Pembergerbauer	6
Pensator	1
Pensionist	10
Pensionista	1
Pensionisten Tochter	1
Pensionistentochter	1
Pensionistin	7
Pentpott	1
Peppensohn	1
Perach	1
Peregrina	6
Peregrinans	1
Peregrinantin	1
Peregrinus	12
Peregrinus nundinator	1
Pergamentter	1
Pergknapp	1
Pergmaierssohn	1
Periguenmacher	1
Periquenmacher	1
Periquenmachers Söhnlein	1
Perlenfabrikantenstochter	1
Perlfischer	1
Permairbauer	1
Permairbäuerin	1
Permansedergütler	1
Permansedergütlerin	1
Perndl	2
Perndlbauer	2
Perndlmühler	1
Perpreu	2
Perron Diener	1
Perschlmüller	1
Perseis	5
Perseisbauer	3
Pertzlmüller	1
Perückenmacher	1
Perückenmacherstochter	1
Peruquenmacher	5
Perüquenmacher	5
Perüquenmacherin	1
Perüquenmachers Ehegattin	1
Peruquenmacherssohn	1
Perüquenmacherssohn	1
Perzltochter	1
Peschierstekher	1
Pesserbauer	1
Petenmacher	13
Petenmacher Gesöll	1
Peterbauer	8
Peterbauerssohn	1
Peterbauerstochter	2
Peterherztochter	1
Peterhofer	3
Peterhofertochter	1
Peterhubertochter	2
Petermacher	2
Petermaier 	1
Petermaierbauer	4
Petermaierbäuerin	4
Petermaierbauerssohn	1
Petermaierbauerstochter	1
Petermayer	1
Petermayr	1
Peterniedermaiertochter	1
Peterroiner	1
Peterroinerbauer	3
Peterroinertochter	1
Peterschmid	1
Peterschneider	1
Peterschneidersohn	1
Peterschneidertochter	1
Peterskirchen	1
Pethenmacher	4
Pethlrichter	2
Petlman	4
Petlmensch	1
Petlpueb	1
Petlricherin	1
Petlrichter	1
Petlweib	2
Petschier Stöcher	1
Petschierstecher	1
Petschierstöher	1
Pettelrichter	2
Pettencramer	7
Pettencrammer	7
Pettenkhramer	1
Pettenkramer	4
Pettenmacher	67
Pettenmacher Gsöll	1
Pettenmachergesöll	1
Pettenmachergsel	1
Pettenmachergsell	1
Pettenmachergsöll	1
Pettenmacherin	3
Pettenmachers tochter	1
Pettenmacherssohn	1
Pettenmacherstochter	2
Pettncramer	1
Pettnkramer	5
Pettnringlmacher	1
Petzenthaler	3
Petzenthaller	1
Petzenthallerin	1
Peuerin	2
Peurin	10
Peürin	2
Peyerin	9
Peyrin	14
Pfaarmessner	3
Pfaarmösner	1
Pfaarmossner	20
Pfabenbichlbäuerin	1
Pfaffelhuberbauer	1
Pfaffenbergerbauer	4
Pfaffenbergersohn	1
Pfaffenbergertochter	1
Pfaffenbuchnersohn	1
Pfaffeneder	1
Pfaffenederbauer	1
Pfaffenhuberbauerssohn	1
Pfaffensohn	1
Pfaffinger	1
Pfafflhuber	3
Pfafflhuberin	1
Pfahrer	2
Pfahrmesner	26
Pfahrmesnerknecht	2
Pfahrmesnersknecht	4
Pfahrmessner	26
Pfahrmösner	47
Pfahrmossner	1
Pfahrmössner	6
Pfahrmusicant	2
Pfahrrmessner	1
Pfallerwirth	1
Pfändner	27
Pfändnerstochter	7
Pfandtmiller	1
Pfandtner	1
Pfändtner	28
Pfändtnerin	3
Pfändtnerinn	1
Pfändtners Sohn	1
Pfändtnerstochter	4
Pfändtnerswittwe	1
Pfändtnertochter	2
Pfandverwahrer	1
Pfanenbauer	1
Pfanenflickher	1
Pfanerflickher	1
Pfannenflicker	4
Pfannenflickerstochter	2
Pfannenflieher	1
Pfannenfliker	1
Pfannenflikerstochter	1
Pfannenflikher	4
Pfannenhausgehilferstochter	1
Pfannenschmid Tochter	1
Pfannenschmidgesell	1
Pfannenschmidt	1
Pfannflickerswittwe	1
Pfäntner	1
Pfäntnerstochter	1
Pfanwertschreiber	1
Pfar Mesner	1
Pfar Mösner	1
Pfär Mösner	1
Pfarerköchin	1
Pfarher	2
Pfarkh@	2
Pfarmesner	35
Pfarmesnerin	1
Pfarmessner	19
Pfarmeßner	4
Pfarmosner	1
Pfarmösner	56
Pfarmossner	1
Pfarmössner	6
Pfarmößner	1
Pfarr Möser	1
Pfarrbeamter	1
Pfarrer	39
Pfarrer Köchin	1
Pfarrerköchin	1
Pfarrerköchin 	1
Pfarrerküsterer	2
Pfarrersköchin	1
Pfarrersöldner	1
Pfarrertaglöhner	1
Pfarrhauserstochter	1
Pfarrhaushälterin	1
Pfarrherr	1
Pfarrhofbaumann	2
Pfarrhofgärtner	1
Pfarrhofknecht	1
Pfarrhofschweizer	1
Pfarrkantor	1
Pfarrkirchensambler	1
Pfarrköchin	1
Pfarrmesmer	2
Pfarrmesner	103
Pfarrmesnerin	2
Pfarrmesnersohn	3
Pfarrmesseners Söhnchen	1
Pfarrmessmer	9
Pfarrmeßmerssohn	1
Pfarrmessner	148
Pfarrmeßner	690
Pfarrmeßnerdiener	1
Pfarrmeßnergehilfe	1
Pfarrmessnerin	1
Pfarrmeßnerin	7
Pfarrmessnerknecht	7
Pfarrmeßners Gattin	1
Pfarrmeßners Töchterl	1
Pfarrmeßnersgattin	2
Pfarrmeßnersgehilfe	1
Pfarrmeßnerssohn	2
Pfarrmessnerstochter	2
Pfarrmeßnerstochter	7
Pfarrmeßnertochter	1
Pfarrmosner	2
Pfarrmösner	102
Pfarrmösnerin	2
Pfarrmössner	22
Pfarrmößner	10
Pfarrmusicant	3
Pfarrmusicus	1
Pfarrmusikant	1
Pfarrmusiker	1
Pfarrobermeßner	9
Pfarrorganist	7
Pfarruntermeß	1
Pfarruntermeßner	4
Pfarrvicarius	1
Pfauhauserin	2
Pfeffer	8
Pfefferbauer	3
Pfefferbroy	1
Pfefferedertochter	1
Pfeffergütler	4
Pfefferseder	1
Pfeffertochter	5
Pfeifenfabrikant	1
Pfeifenschneider	2
Pfeifer	21
Pfeiferbauer	1
Pfeiferhäusler	2
Pfeiferin	1
Pfeifertochter	1
Pfeiffenmacher	1
Pfeiffer	75
Pfeifferbauerstochter	1
Pfeifferin	2
Pfeiffertochter	2
Pfeiffwürthin	1
Pfender	2
Pfenderin	2
Pfendman	1
Pfendner	2
Pfendner Sohn	1
Pfendter	3
Pfendtner	23
Pfendtnerin	4
Pfendtnerstochter	2
Pfendtnertochter	3
Pfenigbauer	1
Pfeningmacher	1
Pfennigbauer	2
Pfenningbauer	5
Pfenter	4
Pfentner	8
Pfentnerin	4
Pfenttner	1
Pferdarzt	1
Pferdehändler	4
Pferdehändlerstochter	1
Pferdeknecht	14
Pferdemetzger	6
Pferdemetzgersfrau	2
Pferdewärter	2
Pferdhaarbereiter	1
Pferdhaarhändler	1
Pferdknecht	4
Pferdschmiederstochter	1
Pfeuffer	1
Pfictus@99	1
Pfieselarbeiter	1
Pfister	1
Pfisterer	2
Pfisterhammer	1
Pfittlbader	1
Pflasstererin	1
Pflaster	1
Pflaster Zolleinnehmer	1
Pflastereinnehmerswittwe	1
Pflasterer	33
Pflasterergattin	2
Pflastererin	1
Pflasterermeister	1
Pflasterermeisterstochter	3
Pflasterersohn	1
Pflasterin	1
Pflastermaister	2
Pflasterzohleinnehmer	1
Pflasterzoll-Einnehmerin	1
Pflasterzolleinnehmer	1
Pflasterzollner	2
Pfleegverwalter	1
Pfleg	2
Pfleg- und Castenambtsverwalter	1
Pfleg- und Castengerichtsgegenschreiber	1
Pfleg- und Stadtgerichtsprocurator	3
Pfleg-Landgerichtscomisarius	1
Pfleg-und Hauptmannschafftamptsverwalter	1
Pfleg-und Landtgrichtsprocurator	1
Pfleg et Forstgerichts Procurator	1
Pfleg Forst und Stattgrichtsprocurator	1
Pfleg Forst und Stattprocurator	2
Pfleg Stadt und Forstgerichtsprocurator	1
Pfleg und Forstgerichtsprocurator	4
Pfleg und Hauptmanschaftverwalter	1
Pfleg und Landgerichtverwalter	1
Pfleg und Landtgerichtsoberbeamter	1
Pfleg und Stadt	1
Pfleg und Stadtgerichtsprocurator	1
Pfleg und Stattgerichts Procurator	1
Pfleg und Stattgrichtsprocurator	2
Pfleg@ und @ ambtsverwalter	1
Pflegambtsverweser	1
Pflegcommisarius	1
Pflegebauer	1
Pflegekind	2
Pfleger	48
Pfleger und Mauthner	1
Pflegerbauer	6
Pflegerbauerssohn	1
Pflegerin	3
Pflegers und Hauptmauttnerstochter	1
Pflegerstochter	4
Pflegertochter	1
Pflegesohn	1
Pflegetochter	23
Pflegevater d. BG	2
Pfleggerichsprocurator	1
Pfleggericht- und Castengegenschreiber	1
Pfleggerichts- daPfleggerichtsschreiber	1
Pfleggerichts- und Castenambtsverweser	1
Pfleggerichts- und Mauthamtsgegenschreib	1
Pfleggerichts dann Mauthgegenschreiber	1
Pfleggerichts Procuratorin	1
Pfleggerichts und Mautgegenschreiber	2
Pfleggerichts und Mautgegenschreiberin	1
Pfleggerichts und Mauthamtsgegenschreibe	1
Pfleggerichts und Mauthgegenschreiber	6
Pfleggerichts und Mauthgegenschreiberin	2
Pfleggerichts und Mauttgegenschreiber	3
Pfleggerichts und Mauttgegenschreiberin	1
Pfleggerichts und Salzamtsschreiber	1
Pfleggerichtsamtmann	1
Pfleggerichtsboth	8
Pfleggerichtsbothentochter	4
Pfleggerichtschreiber	26
Pfleggerichtschreiberin	1
Pfleggerichtsgegenschreiber	1
Pfleggerichtsprocurator	8
Pfleggerichtsprocuratorin	1
Pfleggerichtsschreiber	7
Pfleggerichtsschreiberin	4
Pfleggerichtsschreiberssohn	1
Pfleggerichtverwalter	1
Pfleggrichts und Mauthamtgegenschreiber	1
Pfleggrichts und Mauthamtsgegenschreiber	1
Pfleggrichtschreiber	1
Pflegkind	2
Pflegs- u. Castenverwalter	1
Pflegs- u. Katenambtsverwalter	1
Pflegs- und Castnambtsverwalter	1
Pflegs Commissarius	1
Pflegscomissarin	1
Pflegscomissarius	1
Pflegscommissari	2
Pflegscommissarin	2
Pflegscommissarius	3
Pflegsgerichtschreiber	1
Pflegsverwahlter	1
Pflegsverwalter	12
Pflegsverwalterin	9
Pflegsverweser	2
Pflegsverwolter	1
Pflegtochter	3
Pflegverwalter	3
Pfliegl	2
Pfliegltochter	1
Pflög-Statt-und Landgrichtsprocurator	1
Pflöger	3
Pfluechmacher	1
Pflüglbauer	3
Pflugmacher	1
Pflugmacher  	4
Pflugmacherin	1
Pflugmacherssohn	3
Pflugmacherstochter	2
Pflugmachertochter	1
Pflugmann	1
Pflugmanntochter	1
Pflugschuster	1
Pfok	1
Pforrer	1
Pframbauer	1
Pfrenter	1
Pfriederin	1
Pfriem	1
Pfriender	2
Pfrienderin	7
Pfriendter	3
Pfriendterin	2
Pfriendtnerin	1
Pfrienter	6
Pfrienterin	2
Pfrienthnerin	1
Pfrientin	6
Pfrientner	1
Pfrientnerin	1
Pfrinterin	2
Pfrüender	1
Pfründerin	1
Pfründner	6
Pfründnerin	13
Pfründtner	3
Pfründtnerin	6
Pfründtnerinn	1
Phalangarius militaris	3
Pharmacopoeus	1
Pharmacopola	5
Philosophio Candidatus	1
Phippiarius	1
Photograf	2
Photograph	12
Photographenstochter	1
Photographin	1
Physicus	17
Pi@trix	1
Piarnmacher@	1
Pica	1
Picatrix	1
Piccator	1
Picearius	23
Piceator	1
Piceatoris famulus	1
Pichelpader	2
Pichler  	6
Pichlerbauer	1
Pichlerbauerssohn	1
Pichlerhofsbesitzer	1
Pichlerstochter	1
Pichlertochter	2
Pichlmaier	1
Pichlmaierbauer	1
Pichlmayr	1
Pichlmayrtochter	1
Pichlpader	1
Pichsenmacher	1
Pichsenmacher Gesell	1
Pichsenmeister	1
Pichsenschiffter	1
Picis coctor	2
Picis coitor	1
Pickenierer	1
Pictor	73
Pictrix	1
Pidicen	5
Pier Prey	2
Pier@	1
Pieramenter	3
Pieramentmacher	1
Pierbräu	2
Pierbrauer	4
Pierbräuer	3
Pierbreu	9
Pierbreuer	1
Pierbrey	16
Pierbreyin	1
Pierbroy	1
Pierenpräu	1
Pierfiehrer	3
Pierfiehrer Khnecht	1
Pierfiehrer Sohn	1
Pierfiehrerin	4
Pierfihrer	16
Pierführer	4
Pierführerin	1
Pieringer	5
Pieringerbauer	1
Pieringersohn	1
Pieringertochter	2
Pierkhnecht	1
Pierner 	1
Piernersohn	1
Pierprau	2
Pierprei	2
Pierpreu	821
Pierpreü	11
Pierpreuer	2
Pierpreuin	295
Pierpreus Tochter	1
Pierpreusohn	1
Pierprey	38
Pierpreyin	29
Pierscheffler	1
Pierschenck	3
Pierschencker	2
Pierschenckh	47
Pierschenk	1
Pierschenkh	25
Pierschenkhin	4
Pierschönkh	1
Pierstenbinder	5
Pierstenbindter	2
Pierstenpindter	1
Pierwürth	6
Pierwürthin	1
Pierzäpfler	10
Pierzepfler	1
Pifang	1
Piggentochter	1
Pignorator	1
Pignorum collector	2
Pikhemerer	1
Pikhemierer	1
Pikhetirer	1
Pildenöder	1
Pildhauer	1
Pildhauer Dochter	1
Pildhauertochter	1
Pildthauer	3
Pilearius	49
Pileator	24
Pileo	29
Pileorum artifex	1
Pilgram	1
Pilgramb	1
Piliarius	8
Piliator	2
Pilifex	1
Pilificissa	1
Pillam	1
Pillambäuerin	2
Pillambauerstochter	1
Pillaumbauer	1
Pillearius	1
Pilleator	2
Pilleo	1
Piller-Bauer	1
Piller-Bäuerinn	1
Piller 	1
Pillerbauer	4
Pillerbauerswittwe	1
Pillerhäusler	1
Pillersohn	1
Pillertochter	1
Pilliarius	1
Pillner	1
Pilris	1
Pilrisbauer	1
Pilrißbauer	1
Pilthauerstochter	1
