profession	cnt
Mitterhuberhäusler	1
Mitterhuberin	1
Mitterhubersohn	2
Mitterhubertochter	2
Mitterkeinbergerbauerssohn	1
Mitterkimberger	1
Mitterknecht	5
Mitterkreilbauer	2
Mitterlankersberger	1
Mitterlechner	1
Mitterlechnerbauer	1
Mitterlechnertochter	1
Mitterlehner 	4
Mitterlehneraustragsbauer	1
Mitterlehnerbauer	12
Mitterlehnerbäuerin	1
Mitterlehnersohn	1
Mitterlohner	1
Mittermaier	12
Mittermaierbauer	6
Mittermaierbauerstochter	1
Mittermaiersohn	2
Mittermaiertochter	2
Mittermair	2
Mittermairbauer	1
Mittermairstochter	1
Mittermayertochter	1
Mittermayr	1
Mittermayr 	3
Mittermayrbauerstochter	1
Mittermayrstochter	1
Mittermayrtochter	1
Mittermihler	2
Mittermiller	4
Mittermillner	4
Mittermilner	2
Mittermühler	2
Mittermühlersohn	1
Mittermühlerssohn	1
Mittermüller	18
Mittermüllerb 	1
Mittermüllerbauerssohn	1
Mittermüllerin	2
Mittermüllerssohn	1
Mittermüllerstochter	2
Mittermüllertochter	1
Mittermüllner	1
Mitternallinger	1
Mitteröder	2
Mitterpleininger	3
Mitterpreu	1
Mitterreiter	2
Mitterreitherbauer	1
Mitterreuter	1
Mitterroiner	1
Mitterroinerbauer	2
Mittersasser	1
Mittersaßer	1
Mittersasserbauer	1
Mitterschreiber	6
Mitterschweiber	1
Mittersohn	1
Mitterstrasserbauer	1
Mitterstraßerbauer	2
Mittertochter	1
Mitterwirth	5
Mitterwirthin	2
Mitterwirthschaftspächter	1
Mitterwirthspächter	1
Mittglied	1
Mittrerstochter	1
Mittrerwastl	1
Mittterer	1
Mittwohner	3
Mitübernehmer	1
Mitübernehmer 	1
Mitverwalter	4
Mitwohner	2
Mitwohner 	1
Mitwohnerssohn	1
Mitwohnerstochter	1
Mitwoner	1
Mobilienverwalter	1
Modellschreiner	3
Modelltischler	1
Moderator	3
Moderator puerorum	6
Modistin	14
Modo sponsa	1
Moeßner	1
Möglbauer	1
Moiseer	4
Moiser	2
Mölber	2
Molendinarius	1
Moler	1
Molf	1
Molitor	1692
Molitora	1
Molitoris filia	11
Molitoris filius	2
Molitrix	16
Mollitor	77
Mölltlbauer	1
Molneder	1
Monteur	10
Monteursfrau	1
Moorbauer	1
Moorbauer 	1
Moorbauerstochter	1
Moosanber	1
Moosbäcker	4
Moosbartltochter	1
Moosbauer	3
Mooser 	2
Mooserbauerntochter	1
Mooserbauerstochter	1
Moosergütler	1
Moosertochter	2
Moosfranzl	1
Moosfranzlhäusler	1
Moosgruber	1
Mooshäusler	1
Mooskrämer	1
Mooslehner	2
Mooslehnerbauer	1
Mooslehnerbauerstochter	1
Mooslehnersgütler	1
Mooslehnersöldner	1
Moosmühler	2
Moosmüller	6
Möösner	1
Moosnerbauer	1
Moosnerbauerstochter	1
Moosschneider	1
Moosweber	4
Moosweberin	1
Mooswirth	1
Mörbuchner	1
Moritz	2
Morizbauer	1
Mörnerbauer	1
Morwinkler	1
Mosbäck	1
Mosbäcker	1
Mosbartlsohn	1
Mosbauernsohn	1
Moser	13
Möser	1
Moserbauer	6
Moserbauerstochter	4
Moserbäurin	2
Mosergütler	1
Moserin	1
Moserlus@99	1
Möserschmidt	2
Mosersohn	1
Mosertochter	1
Moservorgeher	1
Moshäusler	1
Möslauer	1
Moslehner	2
Mösler	1
Mosmer	1
Mosmühler	1
Mosmüller	1
Mosmüllner	1
Mosner	24
Mösner	1343
Mosnergütler	1
Mosnerin	1
Mösnerin	3
Mösnerkhnecht	4
Mosnerknecht	1
Mösnerknecht	38
Mösnersohn	8
Mösnerssohn	4
Mösnerstochter	1
Mösnertochter	3
Mosnnersohn	1
Mosseggerin	1
Mößer	1
Mösserschmidt	2
Mössing Schlager	1
Mössingarbeiter	1
Mössmer	1
Mossmiller	2
Mossner	10
Moßner	14
Mössner	122
Mößner	162
Mössnerin	4
Mössnerknecht	14
Mößnerknecht	4
Mößners Helffer	1
Mößnerssohn	1
Mösstner	1
Mostcramer	4
Mosthandler	1
Möstler	3
Mostner	9
Motzenbrunner	1
Motzger	1
Mötzger	17
Mötzgerknecht	2
Mötzl	2
Mötzlbauer	1
Mötzltochter	1
Mouhsquetier	1
Mozger	2
Mözger	141
Mozgerin	1
Mözgerin	2
Mözgermaister	1
Mozgermeister	1
Mözgersdochter	1
Mözgersohn	1
Mözgerssohn	2
Mözgerstochter	2
Mözkher	1
Mpller	1
Mttermaier	1
Müehlner	2
Muggeneder	1
Mühl- u. Sägbursche	1
Muhlarzt	1
Mühlarzt	21
Mühlarztengehilfe	1
Mühlarztensfrau	1
Mühlarztenstochter	1
Mühlarztstochter	1
Mühlbacherbote	1
Mühlbauer	8
Mühlbautechniker	1
Mühlbereiter	2
Mühlbereiters Kind	1
Mühlberger	1
Mühlberger 	3
Mühlbergermühler	1
Mühlbergermüller	6
Mühlbergermüllerstochter	3
Mühlbesitzer	6
Mühlbesitzerin	1
Mühlbursch	3
Mühlbursche	11
Mühldorfer Bothe	1
Mühldorferboth	1
Mühldorferboth 	1
Mühldorferbothe 	3
Mühldorferbothentochter	2
Mühldorferbottin	1
Mühlenbesitzer	1
Mühlenpächter	1
Mühler	368
Mühler 	6
Mühler  	1
Mühlerbauer	1
Mühlerin	40
Mühlerinn	1
Mühlermann	1
Mühlermeister	8
Mühlerpächter	1
Mühlers Töchterchen	1
Mühlersohn	8
Mühlerssohn	34
Mühlerstochter	117
Mühlerswittwe	3
Mühlertochter	20
Mühlgehilfe	2
Mühlgehülfe	1
Mühlgeselle	2
Mühlgütler	2
Mühlhauser	1
Mühlhoferbauer	3
Mühli@	1
Mühljung	37
Mühljung (Müllerssohn)	1
Mühljunge	12
Mühljungtochter	1
Mühlknecht	39
Mühlmaier	3
Mühlmaierbauer	1
Mühlmaierin	1
Mühlmaiersohn	1
Mühlmaiertochter	1
Mühlmäuslbauer	1
Mühlmeisterstochter	1
Mühlner	9
Mühlnerstochter	1
Mühlpächter	15
Mühlpointner	1
Mühlreiterbauer	1
Mühlreiterstochter	1
Mühlrichter	6
Mühlsteinzurichter	1
Mühlthaler	7
Mühlthalerbauer	1
Mühlthalerbauerstochter	1
Mühlthalergütler	1
Mühlthalerwittwe	1
Mühlzurichter	28
Mühlzurichters Gattin	1
Mühlzurichterstochter	1
Mühzler	1
Mukenederin	1
Mukenedertochter	1
Mukenödergütler	1
Müler	18
Mülerin	5
Mülerstochter	6
Mülerswittwe	1
Mulharius	7
Mülherstochter	1
Mulius	1
Mülkhnecht	2
Müll-Besitzerin	1
Müllberger Müller	1
Müllbesitzer	1
Mülldorfer Both	1
Müllenbesitzer	1
Müller	1766
Müller 	31
Müller  	10
Müller Gsell	1
Müller Tochter	1
Müllerausträgler	3
Müllerausträglerin	1
Müllerbauer	5
Müllerbauer 	1
Müllerbauerstochter	4
Müllergehilfenfrau	1
Müllergesell	1
Müllergeselle	1
Müllerin	171
Müllerjung	1
Müllerknecht	1
Müllermann	1
Müllermeister	72
Müllermeisterin	3
Müllermeistersgattin	1
Müllermeisterstochter	2
Müllers Kind	1
Müllers Sohn	2
Müllersehefrau	2
Müllerseheweib	1
Müllersfrau	2
Müllersgattin	6
Müllerskind	8
Müllersknecht	1
Müllersleute	4
Müllersmädchen	1
Müllersohn	15
Müllerssohn	151
Müllerssohnlein	1
Müllerssöhnlein	3
Müllerstochter	543
Müllerswittib	1
Müllerswittwe	17
Müllertochter	42
Mülliung	1
Mülljung	5
Mülljunge	1
Müllkhnecht	3
Müllknecht	8
Müllmaister	1
Mullner	1
Müllner	78
Müllnerin	1
Müllnerjung	1
Mullnerkhnecht	1
Müllnerkhnecht	1
Müllnermaister	2
Müllnerstochter	5
Müllnertochter	1
Müllzurichter	2
Müllzurnster	1
Mülner	4
Mülnerin	2
Mülnerstochter	1
Mulsaria	2
Mulsarius	28
Mulsarix	1
Mulsorius	1
Münchenerbote	1
Müncher bottin	1
Müncher Pott	2
Müncher Pottentochter	1
Müncherboth	3
Münchham	1
Münchmaier	1
Münchner bott	1
Münchner Bott	2
Münchner Bottin	5
Münchner Pothensohn	1
Münchner Pott	13
Münchner Potten Sohn	1
Münchner Pottin	9
Münchnerbot	1
Münchnerbote	9
Münchnerbotensgattin	1
Münchnerbotenstochter	1
Münchnerboth	26
Münchnerbothe	5
Münchnerbothen	1
Münchnerbothensgattin	2
Münchnerbothenstochter	7
Münchnerbothentochter	3
Münchnerbothin	7
Münchnerbotin	4
Münchnerbott	4
Münchnerbottentochter	1
Münchnerpoth	4
Mundinarius	6
Mundkhoch	1
Mundtkhoch	1
Mundtkoch	1
Mundtschenckh	1
Münichner Bott	1
Municipalrath	1
Munipalrath	1
Munipalraths und Handelsmannes Kind	1
Munipat Rath	1
Munizipalrath	18
Munizipalraths- u. Handelsmannsgattin	3
Munizipalraths- u. Kaufmannsgattin	1
Munizipalraths- u. Lebzeltersgattin	1
Munizipalrathsgattin	1
Münzenhofer 	6
Münzenhofersohn	3
Münzlaborant	2
Münzprägmaister	1
Müööer	1
Muraria	6
Murarionum Praefectus	1
Murariorum magister	2
Murarius	412
Murator	17
Murauer	1
Murauerbauer	1
Muriferarius	1
Murnauersöldner	1
Murs	2
Musegetentrager	1
Musertierer	2
Musgetierer	9
Musguetierer	1
Musicant	7
Musicantin	4
Musici filia	1
Musicus	308
Musicus aulicus	1
Musicus Parochiae	1
Musikant	42
Musikant 	3
Musikanten- u. Markts-Procuratortochter	1
Musikanten Tochter	1
Musikantensohn	1
Musikantensstochter	1
Musikantenstochter	6
Musikantentochter	5
Musikdirektorstochter	2
Musiker	93
Musiker 	2
Musikerin	1
Musikerskind	2
Musikerssohn	3
Musikerstochter	21
Musikerswittwe	1
Musikerwittwe	1
Musikinstrumentenreparateur	1
Musikkantenstochter	1
Musiklehrer	2
Musikmeister	7
Musikmeisterstochter	2
Musikus	14
Musikusgattin	1
Musikustochter	3
Musikuswittwe	1
Musquatierer	13
Musquatirer	3
Musquetier	4
Musquetierer	42
Musquetirer	8
Mussimüller	2
Mussterschreiber	2
Musterschreiber	12
Müsterschreiber	1
Mustschreiber@99	1
Muta persona	3
Mutuus	2
Myllner	7
Mylner	1
N.	2
Nachbahr	1
Nachbar	2
Nachbauer	1
Nachfolger	1
Nachgeher	2
Nachgenger	1
Nachtfeuermann	1
Nachtwachl	1
Nachtwachter	29
Nachtwächter	14
Nachtwachterin	1
Nachtwächtertochter	1
Nachtzetlschreiber	1
Nachtzötlschreiber	1
Nadelmaher	1
Naderin	32
Naderin Tochter	1
Naderinn	1
Nadler	23
Nadlergeselle	1
Nadlerin	1
Nadlermeister	4
Nadlerssohn	1
Nadlerstochter	9
Nadlertochter	4
Nagelbauer	1
Nagelmeister	1
Nagelschmid	55
Nagelschmid 	2
Nagelschmidgesell	5
Nagelschmidgesell 	1
Nagelschmidgeselle	2
Nagelschmidin	1
Nagelschmidinn	1
Nagelschmidmeister	9
Nagelschmidmeistersohn	1
Nagelschmidmeisterstochter	1
Nagelschmidsgattin	2
Nagelschmidsgesell	3
Nagelschmidssohn	2
Nagelschmidstochter	1
Nagelschmidswittwe	1
Nagelschmidt	1
Nagelschmidtmeister	1
Nagelschmidtochter	14
Nagelschmidttochter	1
Nagelschmied	20
Nagelschmiedgesell	1
Nagelschmiedgeselle	4
Nagelschmiedin	2
Nagelschmiedmeister	2
Nagelschmiedssohn	1
Nagelschmiedstochter	3
Nagelschmiedtochter	3
Nagelschnied	1
Nagl 	1
Naglbauer	2
Nagleder	2
Nagler	2
Naglermeister	1
Naglmüller	1
Naglschmid	8
Naglschmid 	64
Naglschmidgesell	3
Naglschmidgeselle	9
Naglschmidgeselntochter	1
Naglschmidgsöll	1
Naglschmidin	18
Naglschmidmeister	2
Naglschmidsohn	2
Naglschmidssohn	1
Naglschmidstochter	2
Naglschmidswittwe	1
Naglschmidt	42
Naglschmidtgsöll	1
Naglschmidtin	4
Naglschmidtochter	12
Naglschmied	3
Naglschmiedssohn	1
Naglschmiedswittwe	1
Naglschmittochter	1
Nähderin	7
Näherin	573
Nahierl	1
Nahirlbauer	5
Nähmaschinenfabrikant	1
Nahrung@	1
Nahrungsbauer	7
Nahrungsbäuerin	3
Nahrungseinßer	4
Nahrungsmeister	1
Nahrungsmeßer	1
Nahrungsniesser	1
Nahrungsniesserin	1
Nähterin	2
Nakinger	1
Nallinger	1
Namersederbauer	1
Narnhamer	3
Narrenhamer	2
Naterin	1
Nauer	1
Naufletz	1
Nauta	54
Nautrix	1
Nebauer	3
Nebenzollamtscontroleur	1
Neffe d. BG	1
Negiatiator	1
Negotiator	16
Negotiator ferrarii	1
Nehuberbauer	1
Nehuberbäuerin	1
Neocaupo	1
Neocolonus	1
Neoeulesius@99	1
Neogatiator	1
Neoincola	1
Neopossessor	4
Neorusticus	9
Nerhäusler	1
Nerschhäuslerstochter	1
Nestler	6
Nestlinger	1
Netrix	13
Neuansiedler	3
Neubauer	9
Neubauerstochter	3
Neubaur	1
Neudorflerbauer	1
Neuerlbauer	1
Neuerlbauerstochter	1
Neugerschmidt	1
Neugütler	1
Neugütlerstochter	1
Neuhauser	3
Neuhauserbauer	2
Neuhausergütler	2
Neuhausler	1
Neuhäusler	28
Neuhauslersohn	1
Neuhausschneidertochter	1
Neuhausweber	2
Neuheizingerhäusler	1
Neulohhäusler	1
Neumaier 	1
Neumaierbauer	4
Neumaiertochter	1
Neumair	1
Neumairbauer	1
Neumajrbauer	1
Neumayerbauer	1
Neumayrbauer	1
Neumayrschlossertochter	1
Neumiller	1
Neumühler  	2
Neumühlerstochter	3
Neumühlner	1
Neumüller	7
Neumüllerstochter	1
Neuötting	1
Neurel	1
Neusiedler	1
Neustrassergütler	1
Neuwirth	3
Neuyerbauerstochter	1
Neykürchen	1
Nicklhubbauer	1
Nicklhuber	3
Nidermayrtochter	1
Nieder	5
Nieder 	1
Niederangerer	1
Niederauer	1
Niederbauer	2
Niederbäuerin	1
Niederberger	1
Niedereckerbauerstochter	2
Niedereckerin	1
Niedereder	2
Niederedergütler	1
Niedergütler	1
Niedergütlerin	1
Niederhaslingerstochter	1
Niederhuber	8
Niederhuberbauer	4
Niederhuberbauerntochter	1
Niederhuberin	1
Niederhutinger	1
Niederhüttinger	2
Niederin	2
Niederleitner	1
Niedermaier	26
Niedermaierbauer	18
Niedermaierbäuerin	2
Niedermaierin	1
Niedermaiersohn	3
Niedermaiertochter	5
Niedermair	5
Niedermairbauer	1
Niedermairstochter	1
Niedermairtochter	1
Niedermajrbauer	2
Niedermajrtochter	1
Niedermayerbauerntochter	1
Niedermayerin	1
Niedermayertochter	1
Niedermayr	15
Niedermayr 	1
Niedermayrbauer	3
Niedermayrbauerstochter	1
Niedermayrin	1
Niedermayrtochter	1
Niedermeierbauer	1
Niedermüller 	1
Niedermüllerstochter	1
Niederngütlerin	1
Niedernhuber	1
Niedernzauner	1
Niederstöger	1
Niederstögerbauer	1
Niederzauner	3
Niedmayr	1
Niedsteger	1
Niehuber	1
Niehuberbauer	1
Niermaier	1
Nihuber	1
Niklhuber	1
Nitrarius	2
Nitterwinkler	1
Nöbauer	5
Nodorufactorius	1
Nodorum factor	1
Noebuchner	1
Nöhäuslbauer	1
Nöhäuslbäuerin	1
Nöhäusler	3
Nöhausler 	1
Nöhauslertochter	1
Nöhäuslweber	1
Nöhbauerstochter	1
Nöhhäuslerstochter	2
Noiorum factor	1
Nolinger	1
Nollinger	1
Nömaier	1
Nömaiertochter	1
Nömayer	1
Nömayerbauer	1
Nömer	1
Nömerbauer	1
Nömmerbauer	1
Nonberg	2
Normal-und Stadtschullehrer	1
Normallehrer	1
Nößlinger	2
Nöstler	8
Notar	40
Notariatsaktuar	2
Notariatsbuchhalter	8
Notariatsgehilfe	3
Notariatsgesell	1
Notarius	6
Notarius publicus	3
Notarius Publicus	1
Notarsgattin	2
Notarstochter	9
Notzhartbauer	2
Notzhartbauerstochter	1
Nozartbauer	1
Nudelfabrikant	2
Nudelfabrikantenskind	1
Nudivendulus	1
Nudlfabrikant	1
Nudlfabrikantin	1
Nuncius	23
Nuncius monacensis	4
Nuncius Monacensis	1
Nuncius praefecturae	1
Nuncius Salisburgensis	1
Nundenarius	1
Nundinarius	19
Nundinator	71
Nundinator monachii	1
Nundinatoris filia	1
Nundinatoris filius	1
Nundinatoris vidua	1
Nundinatrix	2
Nunditor	1
Nündorf	1
Nuntia rhedaria	1
Nuntius	93
Nuntius iudicalis	1
Nuntius iudicialis	1
Nuntius Landis.	1
Nuntius landishutanus	1
Nuntius Landishutanus	1
Nuntius landishutensis	1
Nuntius monacensis	13
Nuntius monachensis	1
Nuntius monachiam	1
Nuntius Praefecturis	1
Nuntius praetorialis	3
Nuntius salisburgensis	7
Nuntius Salisburgensis	2
Nupta rustico	1
Nuptiarum procurator	4
Nürnberger	2
Nürnbergertochter	1
Nußbaumer	1
Nußbaumerbauer	2
Nußbaumerbauerntochter	1
Nußbaumerbauerssohn	1
Nußbaumertochter	1
Nutius	1
Nutius@99	1
Ö	1
Ob@	1
Obemühler	1
Obenaltenbuchner	1
Obendignerbauer	1
Obendingerbauer	3
Ober- und Rittersteuerschreiber	1
Ober@	1
Oberachbauer	3
Oberaicher	1
Oberaicherbauer	3
Oberaicherin	1
Oberaigner	1
Oberaltenbuchnerbauer	1
Oberaltenbuchnertochter	1
Oberambtman	1
Oberamtman	1
Oberamtmann	1
Oberamtscontroleur	1
Oberamtsofficial	2
Oberamtsrichter	8
Oberamtsrichterstochter	3
Oberangerer	1
Oberappellationsrath	1
Oberarzt	1
Oberattenhuber	2
Oberattenhubergutsbesitzerin	1
Oberauditor	1
Oberaufschlagsbeamtentochter	1
Oberaufschlagsbeamter	2
Oberaufseher	17
Oberaufseher zu Fuß	1
Oberaufseherstochter	3
Oberbader	1
Oberbahnamtssekretär	1
Oberbauer	15
Oberbauman	1
Oberbaumgartner	3
Oberbaumgartnerbauer	1
Oberbaurath	2
Oberbaurstochter	1
Oberbergmaisterstochter	1
Oberbergrath	1
Oberbesserer	2
Oberbesserin	1
Oberbetstettnerbauer	1
Oberbettstettner	1
Oberbibinger	3
Oberbibingerbauerstochter	1
Oberbiburger	1
Oberbiebinger	1
Oberbiebingerbauer	1
Oberbindter	1
Oberblümelhuber	1
Oberblüml	1
Oberbrandstetter	1
Oberbräu	2
Oberbrauer	2
Oberbräuknecht	2
Oberbrenner	1
Oberbreu	1
Oberbrigadier	3
Oberbrucktahler	1
Oberbrunmaier	1
Oberbrunnmaierbauer	1
Oberbuchmayer	1
Oberbuchner	3
Oberbuchnerin	1
Oberbursche	1
Oberchiemseer	1
Oberconducteur	2
Oberconsistorialsecretär	1
Obercontroleur	6
Obercontroleur 	1
Obercontroleurstochter	4
Oberdachgruber	3
Oberdachgruberbauerstochter	1
Oberdachsenstochter	1
Oberdax	1
Oberdaxsöldner	1
Oberdirn	8
Oberdorfnertochter	1
Oberdürn	1
Oberecker	2
Obereckerbauer	1
Obereckerbauerntochter	1
Obereder	5
Oberederbauer	2
Oberederbauerstochter	1
Oberederhäusler	1
Oberedersohn	1
Obereggerbauer	1
Oberendfellner 	3
Oberendfellnerbauer	1
Oberendfellnerin	1
Oberendfellnersohn	3
Oberendfellnertochter	1
Obererbote	1
Oberertochter	1
Oberexpeditor	3
Oberfasler	1
Oberfaslerstochter	1
Oberfeldner	1
Oberfeuerwerker	1
Oberfg	1
Oberfinanzrath	1
Oberfolgerbäuerin	1
Oberforster	1
Oberförster	15
Oberförstergütler	1
Oberförsterin	1
Oberförsterstochter	4
Oberförstertochter	1
Oberforstingebauer	1
Oberforstner	1
Oberforstwirthstochter	1
Oberfriesinger	1
Oberfürstenberger	2
Oberfürstenbergerin	1
Oberfürstenbergertochter	2
Obergaiger	1
Obergallauer	2
Obergarnecker	1
Obergaßner	2
Obergaßnertochter	1
Obergäzzingersohn	1
Obergeometer	1
Oberginzler	1
Obergirg	1
Obergörg	1
Obergörgbauer	1
Obergraber	1
Obergröbnersohn	1
Obergruber	5
Obergrundner	3
Obergrundnerbauer	2
Obergrundnerbäuerin	1
Obergunzl	1
Obergünzl	1
Obergwirglmaier	1
Oberhaidertochter	1
Oberhaizingerbauer	1
Oberhallbeamter	1
Oberhaneder	1
Oberhanedertochter	1
Oberhaslinger	1
Oberhauser	3
Oberheizinger	1
Oberhienhartner	1
Oberhinterberger	1
Oberhödl	1
Oberhödl 	2
Oberhödlbauerstochter	1
Oberhödlssohn	1
Oberhof	1
Oberhofbauer	2
Oberhofer	8
Oberhoferbauer	5
Oberhofertochter	1
Oberhofwirth	1
Oberhöllthaler	2
Oberholzer	1
Oberholzleitner	2
Oberholzner	2
Oberhörlbauer	1
Oberhöslberger	1
Oberhuber	7
Oberhuber 	5
Oberhuberbauer	3
Oberhuberbäuerin	1
Oberhuberbauerstochter	1
Oberhubergütler	2
Oberhuberstochter	1
Oberhubertochter	2
Oberhüttinger	1
Oberingeneur	1
Oberinspector	1
Oberinspektorstochter	1
Oberist Wachtmaister	1
Oberjager	3
Oberjäger	84
Oberjägerin	1
Oberjägersgattin	1
Oberjägerssohn	1
Oberjägerstochter	2
Oberjeger	1
Oberkagerer	2
Oberkaiserbauer	1
Oberkargerer	1
Oberkhirchenprobst	1
Oberkhnecht	1
Oberkhriegscommissarius	2
Oberkierchenverwalter	2
Oberkirchenprobst	5
Oberkirchenverwalter	1
Oberkirnbauer	1
Oberklöbl	1
Oberklughammer	1
Oberklughuberbauer	1
Oberknecht	10
Oberköllndorfer	1
Oberkölndorfer	1
Oberkondukteur	1
Oberkondukteurstochter	1
Oberkontroleur	10
Oberkontrolleur	1
Oberkraftbauer	2
Oberkramer	3
Oberkrämer	1
Oberkramerin	1
Oberkrammer	3
Oberkrämmer	1
Oberkräner	1
Oberkriegscommißär	3
Oberkronberger	1
Oberlaabauer	1
Oberlabauer	2
Oberlaimbäcker	1
Oberlaimbecker	1
Oberlandesgerichtsdiener	1
Oberlandesgerichtsrath	1
Oberlandschaftsboth	1
Oberlangwoeder	1
Oberlechlbauer	1
Oberlehner	2
Oberlehnerin	1
Oberlehnert	1
Oberlehrer	4
Oberlehrerstochter	1
Oberleitenandt	1
Oberleitenant	1
Oberleithner	3
Oberleutenambt	1
Oberleutenant	4
Oberleütenant	1
Oberleutinant	1
Oberlietnant	1
Oberlieutenant	48
Oberlieutenantin	3
Oberlieutenantstochter	2
Oberlieutnant	26
Oberlindacher	1
Oberlinner	1
Oberlinnerbauer	1
Oberloher	1
Oberlohersohn	2
Oberlohner	2
Oberlohnerbauer	3
Obermaier	26
Obermaierbauer	9
Obermaierbauerstochter	5
Obermaiergütler	2
Obermaiergütlerin	1
Obermaierhäusler	1
Obermaierhofer	1
Obermaierin	2
Obermaiersohn	3
Obermaierssohn	1
Obermaiertochter	8
Obermair	16
Obermairbauer	5
Obermairbäuerin	2
Obermairgütler	1
Obermairin	1
Obermairtochter	1
Obermälzer	1
Obermaschinistentochter	1
Obermautner	1
Obermautnerstochter	1
Obermayer	1
Obermayerbauer	3
Obermayerbauertochter	1
Obermayerin	1
Obermayertochter	1
Obermayr	15
Obermayr Sohn	1
Obermayrbauer	11
Obermayrbauerstochter	1
Obermayrhäusler	1
Obermayrhoffer	1
Obermayrtochter	2
Obermedizinalrath	1
Obermedizinalrathstochter	1
Obermeier	4
Obermeierbauer	1
Obermeiertochter	1
Obermeisterstochter	2
Obermesner	5
Obermeßner	27
Obermeßnerssohn	1
Obermiller	26
Obermillerssohn	1
Obermillner	10
Obermilner	1
Obermitterhofer	1
Obermitterhoferbauer	1
Obermitterhofertochter	2
Obermösner	41
Obermosnertochter	1
Obermössner	9
Obermößner	7
Obermühler	11
Obermühlerin	4
Obermühlerstochter	2
Obermühlhofer	2
Obermühlhoferbauer	1
Obermüller	28
Obermüllerin	1
Obermüllersohn	2
Obermüllerstochter	1
Obermüllertochter	1
Obermüllhofer	1
Obermüllner	8
Obermyllner	1
Obernbichler	1
Obernbichlerbauernsohn	1
Obernbichlersohn	1
Obernbichlertochter	1
Oberndorfner	2
Oberndorfnerbauer	1
Oberndorfnergutsbesitzer	2
Oberndornerbauerssohn	1
Obernhuberbauer	1
Obernkirnbauer	1
Oberöderbauer	2
Oberoffizial	1
Oberöllerbauer	1
Oberpacker	4
Oberpauman	2
Oberpaur	2
Oberpfaffenbuchner	4
Oberpfaffenbuchnerbauer	1
Oberpfarrer	1
Oberpfenigbauer	1
Oberpfeningbauer	1
Oberpfennigbauer	1
Oberpfenningbauer	3
Oberpillerbauer	1
Oberpillerbauerstochter	1
Oberpleininger	2
Oberpleiningerin	1
Oberpleiningertochter	1
Oberpostadministrator	1
Oberpostamtsoffizial	1
Oberpostcondukteur	1
Oberpostschaffner	1
Oberpozauner	1
Oberprandstätter	2
Oberpreu	5
Oberprey	1
Oberprobstmaier	2
Oberpschorrbauer	1
Oberpulvermacher	2
Oberradecker	2
Oberramprechtertochter	1
Oberregistrator	2
Oberreichensburner	1
Oberreichenspurner	1
Oberreiter	3
Oberreitzerbauer	1
Obersäger	1
Obersalzbeambter	1
Obersaneder	1
Obersasser	1
Obersasser 	1
Obersasserbauer	3
Obersassertochter	1
Obersauberger	2
Obersch.	1
Oberschachner	4
Oberschellhuber	1
Oberscherm	1
Oberschicklhuber	3
Oberschicklhubertochter	1
Oberschiklhuberbauer	1
Oberschlotthamerbauer	1
Oberschmid	9
Oberschmidbauer	4
Oberschmidssohn	1
Oberschmidt	3
Oberschmidthäusler	1
Oberschmidtner	1
Oberschmidtnerbauer	1
Oberschmidtochter	2
Oberschmied	2
Oberschmiedsohn	1
Oberschneidergütler	1
Oberschönhubertochter	1
Oberschreiber	42
Oberschreiberköchin	1
Oberschreibers Gattin	1
Oberschreiberstochter	2
Oberschroffner	1
Oberschroffnerin	1
Oberschulbergerbauerstochter	1
Oberschullehrer	1
Oberschwarzhofer	1
Oberschweizer	1
Obersiedlsberger	1
Obersielersberger	1
Obersöldner	4
Obersöldnerssohn	1
Oberspielbergerbauerstochter	1
Oberspitallverwalter	1
Oberspittalverwalter	3
Oberst	9
Oberst 	1
Oberst und Hofkriegsrath usw.	1
Oberstabsarzt	1
Oberstabsarztstochter	1
Oberstadl	1
Oberstadler	2
Oberstadlerbauer	2
Oberstadtcammerer	1
Oberstattcammerer	2
Oberstattkammerer	1
Oberstceremonienmeister	1
Obersteger	3
Oberstegeraustragswittwe	1
Oberstegerbauer	3
Oberstegerbauerstochter	1
Oberstegertochter	1
Obersteininger	2
Oberstepfer	2
Oberstepferbauer	2
Oberster	4
Oberster und Regimentscommandant	1
Obersteuerschreiber	11
Oberstifftmösner	1
Oberstkammerer	1
Oberstkämmerer	1
Oberstlieutenant	14
Oberstlieutnantstochter	1
Oberstliutenant 	1
Oberstockhamerbauer	3
Oberstockhamerbäuerin	1
Oberstockhammerbauer	2
Oberstockhammerbäuerin	1
Oberstrasser	1
Oberstrohhofer	2
Oberstrohhoferbauer	1
Oberstüfftmösner	1
Oberstummer	2
Oberstummerbauer	1
Oberstwachtmeister	4
Oberstwachtmeisterin	1
Oberstwachtmeisters Wittwe	1
Obertannerbauerstochter	1
Obertaxator	1
Oberthalinger	1
Oberthalingertochter	1
Oberthallingergütler	2
Obertochter	1
Oberverwalter	2
Obervilseker	1
Obervogt	1
Oberwachtmeister	1
Oberwallner	1
Oberwangerer	1
Oberwazenberger	1
Oberwaznberger	1
Oberwaznbergerin	1
Oberweinmayrbauer	1
Oberweiß	3
Oberweißbauer	1
Oberweißerbauer	1
Oberweitfeldner	1
Oberweitfeller	1
Oberweitfellner	1
Oberwerkführer	1
Oberwichtl	2
Oberwichtlbauer	1
Oberwierth	1
Oberwieserbauer	3
Oberwieshäusler	1
Oberwimmerbauer	2
Oberwimmersohn	1
Oberwinkler	12
