first_name	cnt
Franz de Paula Peter	2
Franz de Paula Vinzenz	1
Franz de Paulo	1
Franz de. P.	1
Franz Dieter	4
Franz Dionis	2
Franz Dionys	1
Franz Dom.	1
Franz Domin. 	1
Franz Dominicus	1
Franz Dominik	2
Franz Dominikus	7
Franz Donat	1
Franz Dyonis	1
Franz e	1
Franz E.	10
Franz E. 	1
Franz Ear.	1
Franz Eduard	1
Franz Egid	3
Franz Emanuel	3
Franz Emmeram	1
Franz Engelbert	2
Franz Era.	1
Franz Erasmus	2
Franz Erhard	1
Franz Erich	1
Franz Ernst	2
Franz Erwin	1
Franz Ev.	1
Franz Ewald	3
Franz Felix	14
Franz Felix Joseph	1
Franz Ferd.	2
Franz Ferd. 	1
Franz Ferdinand	13
Franz Ferdinand Joseph	2
Franz Ferdinant	1
Franz Fidel	6
Franz Fidelis	2
Franz Florentin	1
Franz Florian	1
Franz Fortunat	1
Franz Friderich Anton	1
Franz Friederich Bernhard	2
Franz Friedr. 	1
Franz Friedrich	5
Franz Gabriel	3
Franz Gallus	1
Franz Georg	64
Franz Georg Anton	2
Franz Georg Johann Anton	1
Franz Georg Josef	1
Franz Gerh.	1
Franz Gerhard	2
Franz Geryasius	1
Franz Gg.	2
Franz Gordian	1
Franz Gottfried	3
Franz Gotthard	2
Franz Gotthart	1
Franz Gottlieb	5
Franz Gregor	1
Franz Guilleome	1
Franz Günther	2
Franz H.	2
Franz Hans	1
Franz Heinerich	1
Franz Heinerich Max	1
Franz Heinrich	9
Franz Heinrich Elias	1
Franz Heinrich Gustav	1
Franz Heinrich Max	1
Franz Heinrich Pius	1
Franz Helmut	3
Franz Herbert	1
Franz Hermann	8
Franz Hermann Abdon	1
Franz Hieronymus	1
Franz Hubert	1
Franz Hyazynth	1
Franz Hyronimus	1
Franz Ignat.	2
Franz Ignatius	6
Franz Ignatz	63
Franz Ignatz Fidel	3
Franz Ignatz Ivo	1
Franz Ignaz	96
Franz Ignaz 	3
Franz Ignaz Anton Barthlmä	1
Franz Ignaz Joseph	1
Franz j	1
Franz J.	2
Franz J. 	1
Franz J. Nep.	1
Franz Jacob	7
Franz Jakob	75
Franz Jakob Ignatz	1
Franz Joachim	4
Franz Joh.	1
Franz Joh. Gg. 	1
Franz Joh. Nep.	1
Franz Johann	42
Franz Johann   	1
Franz Johann Baptist	1
Franz Johann Ev.	1
Franz Johann Evangelist	1
Franz Johann Michael Peter	2
Franz Johann Nepo.	1
Franz Johann Nepomuk	6
Franz Johannes	1
Franz Joph.	1
Franz Jos.	71
Franz Jos. 	9
Franz Jos. Alois	1
Franz Jos. Ant. 	1
Franz Jos. Edmund	1
Franz Jos. Max.	1
Franz Josef	222
Franz Josef Anton	1
Franz Josef Bernhard	1
Franz Josef Emmerich	1
Franz Josef Georg	2
Franz Josef Maximilian	2
Franz Josef Melchior	1
Franz Josef Nikolaus	1
Franz Josef Otto	1
Franz Josef Walter	1
Franz Joseph	1431
Franz Joseph 	1
Franz Joseph   	2
Franz Joseph Adam	1
Franz Joseph Ambros	1
Franz Joseph Anton	5
Franz Joseph Ferdinand	1
Franz Joseph Friederich	1
Franz Joseph Georg	3
Franz Joseph Gottfried	1
Franz Joseph Gregor	2
Franz Joseph Ignaz	2
Franz Joseph Johann	1
Franz Joseph Karl	2
Franz Joseph Martin	1
Franz Joseph Max	4
Franz Joseph Michael	2
Franz Joseph Nikola	1
Franz Joseph Quirin	1
Franz Joseph Rudolf	1
Franz Joseph Severin	1
Franz Joseph Wilhelm	1
Franz Joseph Xaver	1
Franz Josephus Benedictus	1
Franz Kajetan	1
Franz Kajetan Fidel	1
Franz Karl	82
Franz Karl 	2
Franz Karl Adam	2
Franz Karl August	1
Franz Karl Boromäus	1
Franz Karl Georg	1
Franz Karl Johann	1
Franz Karl Leopold	1
Franz Karol.	1
Franz Kaspar	10
Franz Kaspar Sigmund	1
Franz Klaus	2
Franz Konrad	4
Franz Kronrad	1
Franz Laktantius	1
Franz Leo	1
Franz Leonhard	4
Franz Leop.	1
Franz Leop. 	1
Franz Leopold	34
Franz Leopold 	3
Franz Longius	1
Franz Lorenz	14
Franz Lorenz Philipp Christophorus Maxim	1
Franz Lothar	2
Franz Lucas	1
Franz Ludwig	17
Franz Ludwig Anton	1
Franz Lukas	2
Franz M.	2
Franz Maria	1
Franz Maria 	1
Franz Maria Joseph	1
Franz Markus	1
Franz Martin	25
Franz Martin 	1
Franz Math.	2
Franz Math. 	4
Franz Mathäus	1
Franz Mathias	21
Franz Matth.	2
Franz Matth. 	1
Franz Matthäus	3
Franz Matthias	9
Franz Max	27
Franz Max 	2
Franz Max.	2
Franz Maximilian	14
Franz Melchior	1
Franz Mich	1
Franz Mich.	1
Franz Mich. 	1
Franz Micha	1
Franz Michael	100
Franz Michael 	1
Franz Michl	19
Franz Moriz	1
Franz N.	2
Franz Ne.	1
Franz Nepomuk	9
Franz Nicolaus	2
Franz Niklas	25
Franz Nikol	1
Franz Nikol. 	2
Franz Nikola	4
Franz Nikola Fidel	1
Franz Nikolaus	20
Franz Otto	5
Franz P.	17
Franz Pant.	1
Franz Paul	1651
Franz Paul 	1
Franz Paul   	9
Franz Paul Anton Rupert	1
Franz Paul Benedikt	1
Franz Paul Evangelist	1
Franz Paul Fidel	1
Franz Paul Georg	4
Franz Paul Ignaz	1
Franz Paul Jakob	1
Franz Paul Johann	1
Franz Paul Johann Christoph	1
Franz Paul Josef	1
Franz Paul Joseph	2
Franz Paul Joseph Anton	1
Franz Paul Leop. Jakob	1
Franz Paul Leopold Jakob	1
Franz Paul Lukas	1
Franz Paul Otto	2
Franz Paul Raymund	1
Franz Paul Rich. 	1
Franz Paul Sebastian Jos.	1
Franz Paul Vinzenz	4
Franz Paula	3
Franz Pet.	1
Franz Peter	25
Franz Philipp	17
Franz Philipp Ad. 	1
Franz Philipp Christoph	1
Franz Phlipp	1
Franz Plazidus	1
Franz Quirin	2
Franz Raymund	1
Franz Reg.	42
Franz Regis	76
Franz Reinhard	1
Franz Richard	2
Franz Richard Paul	1
Franz Rochus	2
Franz Roman	4
Franz Rudolf	7
Franz Rudolph	1
Franz Rugis	1
Franz Rupert	3
Franz Ruppert	1
Franz S	2
Franz S.	111
Franz S. 	4
Franz S. Alois	1
Franz S. Anton Christoph Thaddä	1
Franz S. Karl	1
Franz S. Konrad	1
Franz S. Viktor Josef	1
Franz Sa.	1
Franz Saeraph	1
Franz Sal.	35
Franz Sal. 	1
Franz Sal. Jos. 	1
Franz Sal. Joseph	1
Franz Sal. Maria	1
Franz Sal. Mathias	1
Franz Sales	1031
Franz Sales Alois	1
Franz Sales Anton	2
Franz Sales Florian	1
Franz Sales Johann	1
Franz Sales Josef	2
Franz Sales Mathias	2
Franz Sales Siegfried	1
Franz Salesius	3
Franz Salome	1
Franz Salomon	2
Franz Salus	1
Franz Samuel	2
Franz Sav.	1
Franz Seb. 	1
Franz Sebald	1
Franz Sebastian	21
Franz Ser	5
Franz Ser.	146
Franz Ser. 	5
Franz Ser.    	1
Franz Ser. Andreas	2
Franz Ser. Jakob	1
Franz Ser. Jodok	1
Franz Ser. Joh.	1
Franz Ser. Jos. 	2
Franz Ser. Jos. Ignaz	1
Franz Ser. Joseph	2
Franz Ser. Ludwig	1
Franz Ser. Maria	1
Franz Ser.u.Engelbert	1
Franz Seraf	8
Franz Serafin	1
Franz Serapf	1
Franz Seraph	3362
Franz Seraph 	1
Franz Seraph  	4
Franz Seraph   	1
Franz Seraph Albert	1
Franz Seraph Alfreda	1
Franz Seraph Alois	2
Franz Seraph Andreas	2
Franz Seraph Anton	1
Franz Seraph Barth. 	1
Franz Seraph Ignatz	1
Franz Seraph Ignaz	1
Franz Seraph Jodok	1
Franz Seraph Johann	1
Franz Seraph Johann Michael Joseph	1
Franz Seraph Joseph	7
Franz Seraph Josephus	1
Franz Seraph Konrad	1
Franz Seraph Leopold	1
Franz Seraph Ludwig	1
Franz Seraph Michael	1
Franz Seraph Niklas	1
Franz Seraph Seb. 	1
Franz Seraph Sebastian	2
Franz Seraph Wilhelm Maximilian	1
Franz Seraph.	3
Franz Seraph. 	1
Franz Seraphanonyma	2
Franz Seraphin	78
Franz Seraphius	2
Franz Sereph	1
Franz Sersphin	1
Franz Seruph	2
Franz Sev.	5
Franz Sev. 	3
Franz Sev.   	1
Franz Sev. Leopold	1
Franz Severin	1
Franz Sigmund	2
Franz Simon	6
Franz Solanus	1
Franz Solesius	1
Franz Stanislaus	1
Franz Stefan	1
Franz Stephan	5
Franz Thaddä	1
Franz Thaddäus	2
Franz Theobald	1
Franz Theodor	2
Franz Theophil	1
Franz Thewald	1
Franz Thomas	6
Franz Thomas Anton	1
Franz Tobias	1
Franz u.Anna	1
Franz Ulrich	3
Franz und Karl	1
Franz Urban	1
Franz v.	1
Franz V.	1
Franz v. Paul	7
Franz v. Paul 	1
Franz v. Paul Joh.	2
Franz v. Paul Mart.	2
Franz v. Paula	2
Franz v. Sal.	1
Franz v. Sales	11
Franz v.Paul	1
Franz Valentin	15
Franz Vern. 	1
Franz Vincenz	1
Franz Vinzenz Rudolf	1
Franz Vitalis	2
Franz Vitus	1
Franz von Assisi	16
Franz von Assisi Johann Evangelist	1
Franz von Assisi Martin	1
Franz von Assisi Nonnosus	1
Franz von Genthal	1
Franz von Padua	1
Franz von Paul	94
Franz von Paula	38
Franz von Sales	30
Franz Walter	3
Franz Werner	6
Franz Wilh.	3
Franz Wilh. 	1
Franz Wilhelm	10
Franz Wolfgang	24
Franz X.	247
Franz X. 	38
Franz X.  	2
Franz X.    	2
Franz X. Alois	1
Franz X. Ed.	1
Franz X. J. 	1
Franz X. Johann	2
Franz X. Jos.	2
Franz X. Joseph	2
Franz X. Karl	1
Franz X. Konrad	1
Franz X. Raymund	1
Franz X. S. 	1
Franz X. u.notgetaufter Knabe	1
Franz Xav	1
Franz Xav.	230
Franz Xav. 	15
Franz Xav.   	16
Franz Xav. Ant. 	1
Franz Xav. Bartholoma	1
Franz Xav. Fidel	1
Franz Xav. Joh. Nepo.	1
Franz Xav. Johann	2
Franz Xav. Jos.	2
Franz Xav. Joseph	3
Franz Xav. Kajetan	1
Franz Xav. Leonhard	1
Franz Xav. Nikola	2
Franz Xav. Nikola Tollnet	1
Franz Xav. Sebast.	1
Franz Xav. Wilh.	1
Franz Xavaer	4
Franz Xaver	23466
Franz Xaver 	3
Franz Xaver   	19
Franz Xaver Adam	1
Franz Xaver Alexander	1
Franz Xaver Alois	4
Franz Xaver Aloys	1
Franz Xaver Alphons	1
Franz Xaver Andreas	2
Franz Xaver Anton	4
Franz Xaver August	2
Franz Xaver Bartholmäus	1
Franz Xaver Bartholomäus	3
Franz Xaver Benedikt	1
Franz Xaver Carl	1
Franz Xaver Conrad	1
Franz Xaver Conrad Wilhelm	1
Franz Xaver Ferdinand	1
Franz Xaver Fidel	1
Franz Xaver Friedrich	3
Franz Xaver Georg	7
Franz Xaver Georg Karl	1
Franz Xaver Georg Michael	1
Franz Xaver Hermann	1
Franz Xaver Ignatz	1
Franz Xaver Ignaz	2
Franz Xaver Jakobe	1
Franz Xaver Joh. 	1
Franz Xaver Johann	6
Franz Xaver Johann Baptist	1
Franz Xaver Johann Nepomuk	4
Franz Xaver Johannes Evangelist	1
Franz Xaver Jos.	1
Franz Xaver Jos. Maria	1
Franz Xaver Josef	7
Franz Xaver Josef  	1
Franz Xaver Joseph	18
Franz Xaver Joseph Heinrich Ferdinand	1
Franz Xaver Kajetan	1
Franz Xaver Karl	7
Franz Xaver Karl. 	1
Franz Xaver Klaus	2
Franz Xaver Konrad	5
Franz Xaver Leonhard	1
Franz Xaver Leopold	2
Franz Xaver Ludwig	3
Franz Xaver Luitpold	1
Franz Xaver Maria	2
Franz Xaver Martin	2
Franz Xaver Math. 	2
Franz Xaver Matthä	1
Franz Xaver Matthae	1
Franz Xaver Max	3
Franz Xaver Mich. 	1
Franz Xaver Michael	3
Franz Xaver Nepomuk	1
Franz Xaver Nikola	2
Franz Xaver Nikola Tollet	1
Franz Xaver Nikolaus	2
Franz Xaver Oskar	1
Franz Xaver Peter	1
Franz Xaver Philipp	2
Franz Xaver Seb. 	1
Franz Xaver Sebastian	1
Franz Xaver Sebastian Johann	1
Franz Xaver Stephan	1
Franz Xaver Theophil	1
Franz Xaver u.Anonymus	1
Franz Xaver u.Sebastian	1
Franz Xaver Wilhelm	2
Franz Xaver Wilhelm 	1
Franz Xaverius	2
Franz Xaverius Joseph Engelbert	1
Franz Xavier	1
Franz Xax.	4
Franz.	12
Franz. 	3
Franz.  	2
Franz. Aloisia	1
Franz. Jsabella	1
Franz. Julia 	1
Franz. P.	1
Franz. Paula	1
Franz...	1
Franzes Rosalia	1
Franzh	1
Franzhi	1
Franzi	1
Franzij	1
Franzik	1
Franziksa	24
Franzinger	1
Franzis	5
Franzis M.	2
Franzis.	3
Franzisak Josepha Anna	1
Franzisca	154
Franzisca  	2
Franzisca Antonia	1
Franzisca B.	1
Franzisca Barbara	1
Franzisca Joh. 	2
Franzisca Kath.	1
Franzisca M. 	1
Franzisca Maria	1
Franzisca Ramona	1
Franzisca Romana	2
Franzisca Theresia	1
Franzisca Valentina	1
Franzisca Xaveria	1
Franziscus	19
Franziscus Borgias	1
Franziscus Ignatius	1
Franziscus Seraph	1
Franziscus Seraphicus	2
Franziscus von Paul	1
Franziscus Xaver	3
Franziscus Xaver   	1
Franziscus Xaverius	2
Franzisk.	3
Franzisk. 	1
Franzisk. de Paul	1
Franzisk. Sigism.	1
Franziska	45404
Franziska 	4
Franziska   	107
Franziska  Xaveria	1
Franziska Adelheid	1
Franziska Adlheid	1
Franziska Adolfine	3
Franziska Affra	1
Franziska Agnes	1
Franziska Al.	1
Franziska Aloisia	6
Franziska Aloysia	1
Franziska Amalia	2
Franziska Amalie	1
Franziska Ana Theresia	1
Franziska Anna	40
Franziska Anna Aloisia	1
Franziska Anna Krescentia	1
Franziska Anna Maria	1
Franziska Annika	1
Franziska Antonia	7
Franziska Antonia Elisabetha	2
Franziska Antonia Viktoria	1
Franziska Aug. 	1
Franziska Augusta	1
Franziska Bablina	1
Franziska Barb. Flora	1
Franziska Barbara	14
Franziska Benigna	1
Franziska Cäcilia	1
Franziska Carolina	1
Franziska Caroline Theodolinde	1
Franziska Cäzilia	1
Franziska Charl. 	1
Franziska Charlotte	3
Franziska Christina	5
Franziska Christine	2
Franziska Cresc. Mon.	1
Franziska Crescenz	1
Franziska Creszenz	2
Franziska Edeltraud	1
Franziska Eleonora	3
Franziska Eleonore	2
Franziska Elfriede	2
Franziska Elis.	3
Franziska Elisabeth	10
Franziska Elisabetha	1
Franziska Elise	2
Franziska Els.	2
Franziska Emma	2
Franziska Ernestine Christiane	1
Franziska Felicitas	1
Franziska Friedrika	1
Franziska Gen. 	1
Franziska Genovefa	3
Franziska Georgine Maria	1
Franziska Gloria	1
Franziska Helma	2
Franziska illeg.	1
Franziska Isabella	1
Franziska Jab. Marg.	1
Franziska Jakobi	1
Franziska Joh.	1
Franziska Joh. 	1
Franziska Johanna	17
Franziska Jos. 	2
Franziska Jos. B. 	1
Franziska Jos. Maria	1
Franziska Josefa	3
Franziska Josefine Sophie	1
Franziska Joseph	1
Franziska Josepha	20
Franziska Josepha Aloisia	4
Franziska Josepha Katharina	2
Franziska Josepha Mar.	1
Franziska Josepha Walburga Krescentia	1
Franziska Jul.	1
Franziska Julia Maria	1
Franziska Juliana	7
Franziska Juliana Maria	2
Franziska K. 	1
Franziska Kar. 	1
Franziska Karol. 	1
Franziska Karolina	3
Franziska Kath.	4
Franziska Kath. 	2
Franziska Kathar. Anna	1
Franziska Katharina	30
Franziska Katharina Elisabeth	1
Franziska Katharina Sophia	1
Franziska Klara	4
Franziska Klara Ther. 	1
Franziska Kom.	2
Franziska Konstantina	1
Franziska Kordula	2
Franziska Korn.	3
Franziska Korona	2
Franziska Kreszenz	2
Franziska Kunigunde	1
Franziska Leopold. 	1
Franziska Leopoldine	1
Franziska Lina	1
Franziska Luitgard	1
Franziska M.	11
Franziska Magdal.	1
Franziska Magdalena	6
Franziska Magdalena Juliana	1
Franziska Mar.	1
Franziska Mar. Rosa.	1
Franziska Marg.	2
Franziska Margaretha	2
Franziska Margaretha Bertha	1
Franziska Margarethe	1
Franziska Maria	66
Franziska Maria 	1
Franziska Maria  	1
Franziska Maria   	1
Franziska Maria Anna	3
Franziska Maria Antonia	3
Franziska Maria Auguste	1
Franziska Maria Elisabeth	1
Franziska Maria Eva	2
Franziska Maria Juliana	2
Franziska Maria Kath.	1
Franziska Maria Theresia	2
Franziska Marianna	1
Franziska Martina	1
Franziska Math. 	1
Franziska Mathilde	3
Franziska Mechtildis	3
Franziska Paula	3
Franziska Paulina	2
Franziska Pauline	1
Franziska Petronille	1
Franziska Philom. 	1
Franziska R.	3
Franziska R. 	1
Franziska Ramona	1
Franziska Reg.	1
Franziska Regina	3
Franziska Rolanda	1
Franziska Rom.	5
Franziska Rom. 	3
Franziska Romana	213
Franziska Romana Anna	2
Franziska Romana Coecilia	1
Franziska Romana Maria	1
Franziska Ros.	1
Franziska Rosa	9
Franziska Rosalia	3
Franziska Rosina	4
Franziska Rosine	1
Franziska Sabina	2
Franziska Salesia	1
Franziska Sophia	2
Franziska Susanna	2
Franziska Th.	1
Franziska Thekla	5
Franziska Theodora	2
Franziska Ther. 	2
Franziska Theres	9
Franziska Theres Walburga	1
Franziska Theres.	2
Franziska Theresa	1
Franziska Therese	2
Franziska Theresia	50
Franziska Theresia Ludovika	1
Franziska u.Anna	1
Franziska u.Maria	1
Franziska u.Ursula	1
Franziska Ursula	1
Franziska Valeria	1
Franziska Veronika	1
Franziska Viktoria	2
Franziska Viktoria Elisabeth	1
Franziska Walb. Jos.	1
Franziska Walburga	7
Franziska Walburga Wilhelmine	1
Franziska Wallburga Wilhelmina	1
Franziska Wilhelmina	1
Franziska Wilhelmine	1
Franziska Xaveria	6
Franziskafranziska	1
Franziskus	591
Franziskus 	1
Franziskus Anton	1
Franziskus Antonius	1
Franziskus Bo.	1
Franziskus Chr.	1
Franziskus Daniel	1
Franziskus de Paul	1
Franziskus Eus.	1
Franziskus Ignatz	1
Franziskus Johannes	1
Franziskus Josephus	1
Franziskus Karl	1
Franziskus Maria	1
Franziskus Mathias	1
Franziskus Michael	2
Franziskus Parterius	1
Franziskus Paul	1
Franziskus Romanus	1
Franziskus Salesius	1
Franziskus Seraph	1
Franziskus Seraphikus	2
Franziskus Xaverius	1
Franzka.	2
Franzki	1
Franzkiska	1
Fränzl	1
Franzs S	1
Franzska.	4
Franzu	1
Franzu S	1
Franzy	2
Frau	1
Frauenget. Mädchen	1
Frauengetauft	1
Frautauf	2
Fraz. Ant.	1
Fraz. X. Jos.	2
Frd.	1
Frdch.	1
Frdich.	1
Frdr.	5
Frdrch.	3
Fred	1
Frederica	1
Frederika	3
Frederikus	1
Fredinand	1
Frei	1
Freia	1
Freidrich	1
Freidrich Pet. 	1
Freifrau v.	1
Freimut Johann	1
Freliaranziska	1
Frenz	1
Frid.	5
Frid. Aug.	1
Frid. Igz.	2
Frid. Jul.	1
Frid. Karl	2
Frida	164
Frida Aloisia	1
Frida Amalie	1
Frida Babette	1
Frida Eva	1
Frida Franziska	1
Frida Gisela	2
Frida Kath. Math. Klara	1
Frida Maria	7
Frida Mathilde	1
Frida Ottilie	1
Frida Theresia	1
Friderica	1
Friderica Wilhelmine	1
Friderich	54
Friderich Christoph	1
Friderich Eduard	1
Friderich Eugen	1
Friderich Kaspar	1
Fridericke	1
Fridericus	8
Fridericus Joannes Nepomucenus Benedictu	1
Friderika	29
Friderika Barbara	1
Friderika Maria	1
Friderike	4
Friderike Josefa Pauline	1
Frideriko	1
Friderikus	3
Friderikus Wilhelm	1
Fridol. 	1
Fridolfing	1
Fridolin	80
Fridolin Adalbert	1
Fridolin Hans	1
Fridolin Josef	1
Fridolin Joseph	1
Fridolin Karl Edmund Michael	1
Fridolina	10
Fridolina 	1
Fridolina Klara	1
Fridoline	5
Fridr.	1
Fridr. Mich.	1
Fridrich	75
Fridrich Eduard	1
Fridrich Gustaph	1
Fridricus	1
Fridrika	8
Fridrika Pauline	1
Fridrike	2
Friduwin	1
Fried.	46
Fried. Johann	1
Fried. Wilh.	1
Frieda	1135
Frieda 	9
Frieda  	1
Frieda   	1
Frieda    	2
Frieda Adele	1
Frieda Aloysia	1
Frieda Amanda	1
Frieda Anna	3
Frieda Barbara	1
Frieda Bertha	2
Frieda Crescentia	1
Frieda Elisabeth	1
Frieda Emma	2
Frieda Erika	1
Frieda Franziska	3
Frieda Helene	2
Frieda Joh.	1
Frieda Johanna	2
Frieda Josefine	1
Frieda Juliana	1
Frieda Kath	1
Frieda Katharina	2
Frieda Katharina Berta	1
Frieda Klara	1
Frieda Kreszenz	1
Frieda Luise	1
Frieda Manuela	1
Frieda Maria	19
Frieda Maria Bertha	1
Frieda Maria Elisabeth	1
Frieda Maria Margareth	1
Frieda Maria Theresia	1
Frieda Marie	1
Frieda Mathilde	1
Frieda Notburga	2
Frieda Ottilie	1
Frieda Pauline	1
Frieda Rosa	1
Frieda Rosina	2
Frieda Theres Elise Anna	1
Frieda Theresia	3
Frieda Wilhelmine	1
Friede	1
Friede Rosemarie	1
Friedegard	1
Frieder	1
Frieder  	1
Friederica	15
Friederica Anna	1
Friederica Carolina	1
Friederich	40
Friederich 	3
Friederich Adolph Joseph	1
Friederich Amadeus Andreas	1
Friederich Amadus Andreas	1
Friederich Balthasar Martin	1
Friederich Bernhard	1
Friederich Christian Ewald	1
Friederich Ernest	1
Friederich Eugen	1
Friederich Ferdinand Ludwig	1
Friederich Georg Quirin	1
Friederich Gottfried	1
Friederich Ignatz	1
Friederich Joseph	1
Friederich Joseph Andreas Heribert	1
Friederich Karl	2
Friederich Kaspar Adam	1
Friederich Leopold Ignatz	1
Friederich Lorenz	2
Friederich Mathias	2
Friederich Sebastian Joseph	1
Friederich Wilhelm	4
Friedericka	2
Friedericka Franziska Maria	1
Friedericka Wilhelmina Karolina	1
Friedericke	14
Friedericke H.	1
Friedericke Wilhelmine	1
Friedericus	18
Friedericus Carolus	1
Friedericus Josephus	1
Friederika	212
Friederika Anna	2
Friederika Antonia	1
Friederika Augusta	1
Friederika Barbara	1
Friederika Franziska	1
Friederika Franziska Auguste Maria Hedwi	1
Friederika Jos. 	1
Friederika Josepha	1
Friederika Josepha Klotildis	1
Friederika Josephina	1
Friederika Karolin	1
Friederika Kreszentia Sophie	1
Friederika Kreszenz	1
Friederika Maria	5
Friederika Maria Eug. Anna	1
Friederika Wilhelmine	1
Friederike	88
Friederike Anna	1
Friederike Auguste	1
Friederike Berta Elisabeth	1
Friederike Carol.	1
Friederike Franzisca	1
Friederike Gabriela	1
Friederike Johanna	1
Friederike Josephina	1
Friederike Maria	1
Friederike Marie	1
Friederike Pauline	1
Friederike Siegl.	1
Friederike Susanne	2
Friederike T. 	1
Friederike Walburga	1
Friederike Wilhelm	1
Friederike Wilhelmine	3
Friederikus	1
Friedhelm	1
Friedi	1
Friedl	1
Friedl Edeltraud	1
Friedmann	1
Friedolin	6
Friedoline	2
Friedr.	33
Friedr. 	22
Friedr.   	1
Friedr. Aug.	1
Friedr. Ernst	1
Friedr. Ferd.	1
Friedr. Frz.	1
Friedr. Günther	1
Friedr. Hans Gg.	1
Friedr. Heinr.	1
Friedr. Joh.	2
Friedr. Jos.	2
Friedr. Josef	2
Friedr. Karl	1
Friedr. Kath.	1
Friedr. Konrad	1
Friedr. Mich.	1
Friedr. Peter	1
Friedr. Roman	1
Friedrica	3
Friedrica Francisca	1
Friedrica Rosina	1
Friedrich	8244
Fríedrich	1
Friedrich 	2
Friedrich   	25
Friedrich Adam	2
Friedrich Adolf	1
Friedrich Adolph	2
Friedrich Alb.	1
Friedrich Albert	1
Friedrich Alex.	1
Friedrich Alois	4
Friedrich Andreas	3
Friedrich Anton	10
Friedrich Anton Joseph	1
Friedrich Anton Lor.	1
Friedrich Armeus	1
Friedrich August	6
Friedrich August Adolf	1
Friedrich Augustin	1
Friedrich Bernhard	1
Friedrich Camil	1
Friedrich Carl Ferdinand	1
Friedrich Christian	2
Friedrich Christoph	1
Friedrich Eduard	2
Friedrich Emeran	1
Friedrich Emil	1
Friedrich Englbert	2
Friedrich Ernst	3
Friedrich Eugen	1
Friedrich F. 	1
Friedrich Felix	1
Friedrich Ferd.	2
Friedrich Ferdinand	3
Friedrich Franz	13
Friedrich Franz Karl	1
Friedrich Franz Xaver	1
Friedrich Georg	15
Friedrich Georg Marie	3
Friedrich Georg Max	1
Friedrich Georg Peter	1
Friedrich Georg Quirin	1
Friedrich Gerhard	1
Friedrich Gg.	2
Friedrich Gottfried	5
Friedrich Gottlieb	3
Friedrich Heinrich	3
Friedrich Heinz	1
Friedrich Her. Jos.	1
Friedrich Hermann	4
Friedrich Horst	2
Friedrich Hubert	2
Friedrich Ignaz	2
Friedrich Jakob	1
Friedrich Joh.	3
Friedrich Joh. Bapt. J. 	1
Friedrich Joh. Xav.	1
Friedrich Johann	26
Friedrich Johann Christian	1
Friedrich Johann Nepomuk	1
Friedrich Jos.	8
Friedrich Jos. Franz	1
Friedrich Jos. Wilhelm	1
Friedrich Josef	15
Friedrich Josef  	1
Friedrich Joseph	15
Friedrich Joseph Alois Appolinar	1
Friedrich Joseph Michael	1
Friedrich Joseph Otto	1
Friedrich Julius	1
Friedrich Jürgen	1
Friedrich K.	3
Friedrich Karl	19
Friedrich Karl Wilhelm	1
Friedrich Kaspar	1
Friedrich Konrad	3
Friedrich Ludw.	1
Friedrich Ludwig	8
Friedrich Lukas	1
Friedrich Manfred	1
Friedrich Maria	1
Friedrich Martin	5
Friedrich Math.	2
Friedrich Math. Oskar	1
Friedrich Mathias	1
Friedrich Max	7
Friedrich Mich. 	1
Friedrich Michael	3
Friedrich Nikolaus	1
Friedrich Otto	3
Friedrich Paul	4
Friedrich Paul Otto	1
Friedrich Peter	2
Friedrich Raymund	1
Friedrich Richard Paul	1
Friedrich Roman	2
Friedrich Rudolf	3
Friedrich Sales	1
Friedrich Seb. 	1
Friedrich Sebastian	1
Friedrich Seraphin	1
Friedrich Thimotheus	1
Friedrich Thomas	1
Friedrich u.Franz Xaver	1
Friedrich Vinc. Val.	1
Friedrich Vinzenz	1
Friedrich Wal.	1
Friedrich Walter	1
Friedrich Wendelin	1
Friedrich Wilh.	3
Friedrich Wilh. Alb.	2
Friedrich Wilh. Benno	1
Friedrich Wilhelm	30
Friedrich Wilhelm August	1
Friedrich Wilhelm Gottfried Karl Gottschick	2
Friedrich Wilhelm Rudolf	1
Friedrich Willhelm	2
Friedrich X. 	1
Friedricke	1
Friedricus	3
Friedrika	15
Friedrika Anna Antonia	1
Friedrike	4
Friedroika	1
Friedwald	1
Friemsaal Georg	1
Frika	1
Fritz	1157
Fritz Alois	1
Fritz Benno	1
Fritz Georg	1
Fritz Günther	1
Fritz Gustav	2
Fritz Josef	2
Fritz Joseph	1
Fritz Leopold	1
Fritz Ludwig	1
Fritz Max	1
Fritz Michael	3
Fritz Otto	1
Fritz Wilhelm	3
Fritzl	1
Friz Jos.	1
Frja	1
Frka	1
Frka.	33
Frksa.	1
Frnzka.	1
Fro	1
Froder	1
Frranziska	1
Frrd.	1
Frsk.	1
Fructnosus	1
Frühgeburt	2
Frx.X.	1
Frz	1
Frz 	2
Frz Aat	1
Frz de Paula	1
Frz Friedrich	1
Frz Jos.	2
Frz Mich.	1
Frz Seraph	2
Frz Xaver	1
Frz.	325
Frz. 	5
Frz.  	1
Frz.   	6
Frz. Achat.	1
Frz. Aloys	1
Frz. Ant.	4
Frz. Anton	8
Frz. August	1
Frz. Barth.	1
Frz. Barthl.	2
Frz. Carl	1
Frz. Carol.	1
Frz. Christoph	1
Frz. d. Paul	1
