first_name	cnt
Joseph Adrian	1
Joseph Ägid	1
Joseph Ägidius	3
Joseph Albert	14
Joseph Albert Georg	1
Joseph Albert Georg Christoph	2
Joseph Alexander	2
Joseph Alexander Peter Paul	1
Joseph Alfred	3
Joseph Alois	58
Joseph Alois 	2
Joseph Alois Joh.	1
Joseph Alois Joh. 	1
Joseph Alois Ludw.	1
Joseph Aloys	11
Joseph Alphons	1
Joseph Amand	2
Joseph Ambros	3
Joseph Andrä	3
Joseph Andre	1
Joseph Andreas	30
Joseph Andreas Corsinus	1
Joseph Andreas Theodor	1
Joseph Andreas Wolfgang	1
Joseph Angel	1
Joseph Angelin.	1
Joseph Anna	1
Joseph Anselm	1
Joseph Ant.	3
Joseph Anton	313
Joseph Anton   	2
Joseph Anton Adolph	1
Joseph Anton Alois	1
Joseph Anton Ignatz	1
Joseph Anton Johann Nepomuk Friedrich	1
Joseph Anton Leo	1
Joseph Anton Paul	1
Joseph Anton Peter	1
Joseph Anton Thadäus	1
Joseph Anton Xaver	1
Joseph Antonius	6
Joseph Antonius Ignatius	1
Joseph Antonj Gottfried	1
Joseph Arsenius	1
Joseph Aug. Johann	1
Joseph August	10
Joseph August Anton	4
Joseph August Robert	1
Joseph August Zacharias	1
Joseph Augusti	1
Joseph Augustin Philipp Jakob	2
Joseph Augustus	1
Joseph Balthasar	4
Joseph Baptist	1
Joseph Baptist Robert	1
Joseph Bartholomäus	7
Joseph Beatus	1
Joseph Bened. 	3
Joseph Benedict	4
Joseph Benedikt	31
Joseph Benedikt Emanuel	1
Joseph Benedikt Jakob	1
Joseph Benedikt Kaspar	1
Joseph Benedikt Michael	1
Joseph Benediktus	1
Joseph Benno	4
Joseph Benonis	1
Joseph Bernh. 	1
Joseph Bernhard	8
Joseph Blasius	3
Joseph Bonifaz	2
Joseph Cajetan	2
Joseph Calas.	1
Joseph Cantius	1
Joseph Carl	6
Joseph Carolus	2
Joseph Caspar	2
Joseph Castules	2
Joseph Caver	1
Joseph Christ.	3
Joseph Christian	5
Joseph Christian Anton	2
Joseph Christoph	2
Joseph Clemens	2
Joseph Clemens Leopold	1
Joseph Cölestin	1
Joseph Cornel	1
Joseph Daniel	1
Joseph David	1
Joseph Desiderius	1
Joseph Dionis	1
Joseph Dionysos	1
Joseph Dominik	1
Joseph Dominikus	3
Joseph Dominikus Johann	1
Joseph Donatius Konstantia	1
Joseph Dyonis	2
Joseph Ed.	1
Joseph Edmund	2
Joseph Edmund Gotthard	1
Joseph Eduard	6
Joseph Eduard Albert	1
Joseph Egid	2
Joseph Elias	1
Joseph Emanuel	3
Joseph Emil	2
Joseph Emilian	1
Joseph Engelbert	5
Joseph Engelbert Mathias	1
Joseph Englbert	4
Joseph Erasmus	2
Joseph Erich	2
Joseph Ernest	1
Joseph Ernest Matthäus	1
Joseph Ernest Nep.	1
Joseph Ernst	8
Joseph Ernst Walter	1
Joseph Erwin	2
Joseph Eugen	3
Joseph Eusebius	1
Joseph Evangelist Martin Reinhold	1
Joseph F. M. 	1
Joseph Felix	11
Joseph Felix Augustin	1
Joseph Ferd. 	5
Joseph Ferdinand	33
Joseph Ferdinand Michael	1
Joseph Fidel	3
Joseph Fidelis	3
Joseph Florian	3
Joseph Floridus	2
Joseph Fortunat	1
Joseph Fr.	1
Joseph Fr. Xav.	2
Joseph Franciscus	1
Joseph Franz	109
Joseph Franz 	1
Joseph Franz  	1
Joseph Franz   	2
Joseph Franz Alois	1
Joseph Franz Aloys	1
Joseph Franz Andreas	1
Joseph Franz Anton	1
Joseph Franz Benedikt	1
Joseph Franz de Paul	2
Joseph Franz de Paula	2
Joseph Franz Johann Nepomuk Adam	1
Joseph Franz Johannes	1
Joseph Franz Karl	1
Joseph Franz Max	1
Joseph Franz Paul	2
Joseph Franz S. 	1
Joseph Franz Sal.	1
Joseph Franz Sales	1
Joseph Franz Ser. 	2
Joseph Franz Xav.	1
Joseph Franz Xav. 	1
Joseph Franz Xaver	14
Joseph Franz.	1
Joseph Franziskus	1
Joseph Fridrich	1
Joseph Friederich	5
Joseph Friederich Ignatz	1
Joseph Friedrich	19
Joseph Friedrich Ludwig	1
Joseph Friedrich Wilhem	1
Joseph Fritz	1
Joseph Frz.	5
Joseph Frz. X.	1
Joseph Frz. X. 	1
Joseph Gabriel	7
Joseph Gallus	3
Joseph Georg	114
Joseph Gerhard	2
Joseph Gg.	1
Joseph Gg. Wald.	1
Joseph Gottfried	5
Joseph Gottlieb	6
Joseph Gregor	3
Joseph Gregor Max	1
Joseph Gregorius	1
Joseph Guido	1
Joseph Günter	1
Joseph Günther	1
Joseph Gustav	1
Joseph Gustav Adolph	2
Joseph Hans	1
Joseph Heinerich	1
Joseph Heinerich Anton	1
Joseph Heinr.	1
Joseph Heinrich	18
Joseph Heinz	2
Joseph Helmut	3
Joseph Helmuth	1
Joseph Heribert	1
Joseph Herman	1
Joseph Hermann	14
Joseph Hermann 	1
Joseph Hermann Anton	1
Joseph Hiazynth	1
Joseph Hieronimus	1
Joseph Hinzintus	1
Joseph Hubert	1
Joseph Hylarius	1
Joseph Ign.	1
Joseph Ign. 	2
Joseph Ignatius	5
Joseph Ignatz	38
Joseph Ignatz Thaddä	2
Joseph Ignaz	22
Joseph Ignaz 	2
Joseph Ignaz Aloys	1
Joseph Ignaz Carl Anton	1
Joseph Ignaz u.Xaver	1
Joseph illeg.	1
Joseph Isidor	1
Joseph Jacob	2
Joseph Jak. 	1
Joseph Jakob	33
Joseph Jakob Julius	1
Joseph Joachim	21
Joseph Joachim Anton	2
Joseph Joannes Nepomuk	1
Joseph Joh.	4
Joseph Joh. Adolf	1
Joseph Joh. Bapt. 	2
Joseph Joh. Ev.	1
Joseph Joh. Ev. 	2
Joseph Joh. F. 	1
Joseph Joh. Ferdinand	1
Joseph Joh. Gg.	1
Joseph Joh. Max	1
Joseph Joh. Nepo. Thaddä	1
Joseph Johann	88
Joseph Johann 	1
Joseph Johann   	1
Joseph Johann B. 	1
Joseph Johann Bapt.	4
Joseph Johann Baptist	8
Joseph Johann Cyrillus	1
Joseph Johann de Deo	2
Joseph Johann Evangelist	1
Joseph Johann Ferdinand	1
Joseph Johann Kantius	1
Joseph Johann Krescenz	1
Joseph Johann Michael	4
Joseph Johann Nep. 	1
Joseph Johann Nepom.	1
Joseph Johann Nepomuk	5
Joseph Johann Nepomuk Thaddä	1
Joseph Johann Stephan	1
Joseph Johann von Gott	1
Joseph Johann Walter	1
Joseph Johann Wol. 	1
Joseph Johann Wolfgang	1
Joseph Julius	1
Joseph Julius Anselm	1
Joseph Julius Viktorinus	1
Joseph K. 	1
Joseph Kajetan	5
Joseph Karl	65
Joseph Karl 	2
Joseph Karl Alois	1
Joseph Karl Anton	1
Joseph Karl August	1
Joseph Karl d. Gr. 	1
Joseph Karl Engelbert	1
Joseph Karl Johann	1
Joseph Karl Johann Baptist	1
Joseph Kasimir	8
Joseph Kaspar	10
Joseph Kaspar Johann	1
Joseph Katharina	1
Joseph Kilian	2
Joseph Klares	1
Joseph Klaudius	1
Joseph Klemens	1
Joseph Klemenz	1
Joseph Konr.	3
Joseph Konrad	13
Joseph Konstantin	1
Joseph Korona	1
Joseph Kosmas	1
Joseph Lambert	1
Joseph Leonhard	7
Joseph Leopold	25
Joseph Leopold Ignatz	1
Joseph Liebreich	1
Joseph Lorenz	11
Joseph Lothar	1
Joseph Ludw.	1
Joseph Ludw. 	1
Joseph Ludwig	33
Joseph Ludwig 	1
Joseph Luitpold	2
Joseph Lukas	6
Joseph M	1
Joseph M.	1
Joseph M.Theres	1
Joseph Manfred	1
Joseph Margel.	1
Joseph Maria	8
Joseph Maria Aloysius Wilhelm	1
Joseph Maria Anton	2
Joseph Maria Benno Gotefried Franziskus 	1
Joseph Maria Korbinian	1
Joseph Maria Leonhard	1
Joseph Maria Leopold Johann	2
Joseph Markus	3
Joseph Martin	30
Joseph Martin Max	1
Joseph Math.	3
Joseph Math. 	4
Joseph Mathäus	1
Joseph Mathias	25
Joseph Matth. 	1
Joseph Matthä	1
Joseph Matthäus	3
Joseph Matthias	5
Joseph Max	39
Joseph Max Fridolin	1
Joseph Max Gregor Leopold	1
Joseph Max Guido	1
Joseph Max Johann Nepomuk	1
Joseph Max Ludwig	1
Joseph Max.	2
Joseph Maximilian	7
Joseph Maximilian Johann Nepomuk	1
Joseph Maximilianus	1
Joseph Melchior Dionysius	1
Joseph Mich.	1
Joseph Mich. 	2
Joseph Mich. Edu.	1
Joseph Mich. Frz.	1
Joseph Michael	42
Joseph Michael   	1
Joseph Michael Gottlieb	1
Joseph Michl	1
Joseph Moritz	1
Joseph Mühlhard	1
Joseph Nepomuk	8
Joseph Nikola	9
Joseph Nikolaus	6
Joseph Norbert	5
Joseph Osk. 	1
Joseph Oskar	1
Joseph Otto	18
Joseph Otto Friedrich	1
Joseph Otto Theod.	1
Joseph P.	2
Joseph Paul	24
Joseph Paul Mathias	2
Joseph Peter	14
Joseph Peter Paul	1
Joseph Petrus	1
Joseph Philipp	16
Joseph Prosper.	1
Joseph Quierinus	1
Joseph Quirin	1
Joseph Raimund	5
Joseph Raymund	1
Joseph Reinhard	1
Joseph Richard	7
Joseph Robert	1
Joseph Rochus	1
Joseph Roman	2
Joseph Romanus	1
Joseph Romany	1
Joseph Rudolf	4
Joseph Rudolf Anton Maria	1
Joseph Rudolph	2
Joseph Rupert	9
Joseph S.	1
Joseph S. 	1
Joseph Samuel	3
Joseph Seb. 	1
Joseph Sebast.	1
Joseph Sebastian	22
Joseph Seraphin	1
Joseph Severin	3
Joseph Siegfried	3
Joseph Sigismund	3
Joseph Sigmund	1
Joseph Simon	10
Joseph Stephan	10
Joseph Stephan Ludwig Leonard	1
Joseph Thaddä	1
Joseph Thaddäus	3
Joseph Theodor	6
Joseph Theophil	4
Joseph Thom.	1
Joseph Thomas	5
Joseph Thomas von Aquin	1
Joseph Tobias	2
Joseph u.Andreas	1
Joseph u.Anna	2
Joseph u.Elisabeth	1
Joseph u.Georg	3
Joseph u.Gertraud	1
Joseph u.Johann	1
Joseph u.Maria	4
Joseph u.Mathias	1
Joseph u.N.	1
Joseph u.Paul	1
Joseph u.Sebastian	1
Joseph Udalrici	1
Joseph Udalrik	1
Joseph Ulrich	3
Joseph und N.	1
Joseph Urban	1
Joseph Uwe	1
Joseph Valentin	15
Joseph Viktor	1
Joseph Viktorin	2
Joseph Vincenz	1
Joseph Vinzenz	4
Joseph Vinzenz Alois	1
Joseph Vitus	3
Joseph Walt. 	1
Joseph Walter	2
Joseph Wenzel	1
Joseph Werner	1
Joseph Wilh.	1
Joseph Wilhelm	18
Joseph Wilhelm Ernst	1
Joseph Wilhelm.	1
Joseph Willhelm Ludwig	1
Joseph Willibald	5
Joseph Wolfgang	9
Joseph Wolfgang Paul	1
Joseph Wolfgang Robert	1
Joseph Xav. 	1
Joseph Xaver	7
Joseph Xaver Sebastian	1
Joseph,Simgl.	2
Joseph. Barbara 	1
Joseph. Lor. 	1
Josepha	5061
Josepha 	35
Josepha  	16
Josepha   	23
Josepha Agnes	1
Josepha Aloisia	4
Josepha Amalia	2
Josepha Anna	10
Josepha Anna Elisab. 	1
Josepha Anna Johanna	1
Josepha Anna Magdalena	1
Josepha Anna Maria	1
Josepha Antonia	7
Josepha Antonia Aloisa	1
Josepha Antonia Aloisia	1
Josepha Antonie	2
Josepha Augusta	2
Josepha Barbara	10
Josepha Bernardina	1
Josepha Carolina	3
Josepha Catharina	2
Josepha Christina	2
Josepha Christine Marie	1
Josepha Coecilia	1
Josepha Cordula	1
Josepha Cresc.	1
Josepha Crescentia	1
Josepha Creszentia	2
Josepha Elisabetha	3
Josepha Emilie Bertha	1
Josepha Ernestina	1
Josepha Francisca	2
Josepha Franziska	9
Josepha Friderika	1
Josepha Isabella	1
Josepha Joanna Nepomucena	1
Josepha Johanna	4
Josepha Judita	1
Josepha Juliana	3
Josepha Juliana Walburga	1
Josepha Karolina	3
Josepha Karolina Maria Franziska	1
Josepha Kath.	1
Josepha Katharina	8
Josepha Katharina Susanna	1
Josepha Klara	2
Josepha Klara Aloysia	1
Josepha Krescentia	1
Josepha Krescentia Theres	1
Josepha Krescentia Theresia	1
Josepha Kreszentia	1
Josepha Kreszenz	1
Josepha Laura	1
Josepha Ludowika	1
Josepha Luigardis	1
Josepha Luigartis	1
Josepha M. 	1
Josepha Magdalena	6
Josepha Magdalena Friderika	1
Josepha Margaretha	2
Josepha Maria	31
Josepha Maria 	1
Josepha Maria Adele	1
Josepha Maria Anna	1
Josepha Maria Anna Joanna Crescentia	1
Josepha Maria Anna Johanna	1
Josepha Maria Katharina	2
Josepha Maria Louise	1
Josepha Maria Max.	1
Josepha Maria Theres	1
Josepha Maria Theresia	1
Josepha Marianna	1
Josepha Martina	2
Josepha Mathilde	1
Josepha Petronilla	1
Josepha Philippina Antonia	1
Josepha Philomena	1
Josepha Regina	2
Josepha Rosa	4
Josepha Rosalia	1
Josepha Rosalia Maria	2
Josepha Rosina	2
Josepha Sophia	1
Josepha Thecla Francisca	1
Josepha Thekla	2
Josepha Ther. 	1
Josepha Theres	1
Josepha Theresa	1
Josepha Theresa  	1
Josepha Theresia	10
Josepha Ursula Thekla	1
Josepha v.	1
Josepha Viktoria	1
Josepha Viktoria Milburgis	1
Josepha Walburg Antonia	1
Josepha Walburga	4
Josepha Walburga Ludmilla	1
Josepha Wilhelmina	2
Josepha Wilhelmina Amalia	1
Josepha Wilhelmine	2
Josephgeo	1
Josephia	2
Josephie	1
Josephina	10
Josephina Maria	1
Josephine	190
Josephine   	2
Josephine Aloisia	2
Josephine Anna	3
Josephine Anna M.	1
Josephine Anna Maria	1
Josephine Bab.	1
Josephine Cresc.	2
Josephine Elisabeth	1
Josephine Emilie Therese	1
Josephine Franziska	1
Josephine Karoline	2
Josephine Kath.	1
Josephine Katharina	2
Josephine Kreszenz Ernna	2
Josephine M.	1
Josephine Maria	6
Josephine Theresia	1
Josephine Wallburga	1
Josepho	1
Josephos	1
Josephus	1151
Josephus Ambrosius	1
Josephus Anton	1
Josephus Antonius	9
Josephus Antonius 	1
Josephus Antonius Joannes	1
Josephus Antonius Virgilius	1
Josephus Bartholomaeus	1
Josephus Benedictus	1
Josephus Casparus	1
Josephus Clemens	1
Josephus Ezechiel	1
Josephus Georgius	1
Josephus Godefridus	1
Josephus Ignatius	5
Josephus Joannes 	1
Josephus Joannes Nepomuk	1
Josephus Leander	1
Josephus Leonardus	1
Josephus Ludwig	1
Josephus Nicolaus	2
Josephus Seraphin	1
Josephus Theophilus	1
Josephus Tiberius	1
Josephus Wolfgangus	1
Joser Aline Otto	1
Joseüh Artlieb Richard	1
Josf	2
Josihanna	1
Josina	1
Josjos	2
Josmü	1
Jospeh	5
Jospeh Anton	1
Jospeh Georg	1
Jospeh Johann Kantius	1
Jospehus Augustinus	1
Josph	3
Joss	2
Jossch	1
Josua	1
Joy	1
Jozniasef	1
Jp	1
Jps	4
Jra3	1
Jrenes	1
Js	3
Jse	1
Jso	3
Jsorereue	1
Ju.G.Gg.	1
Jubilaeus	1
Jud.	1
Jud. Thad.	3
Jud. Thadd. 	1
Jud. Thaddä	3
Juda Thad. Raphael	1
Judas	42
Judas Raphael	1
Judas Th.	2
Judas Thadaeus	1
Judas Thadäus	2
Judas Thadd. 	1
Judas Thaddä	3
Judas Thaddae	1
Judas Thaddäus	28
Judas Thaddäus Franz Severinus	1
Judas Thaddäus Johann Stephan	1
Judas Thaddäus Max	1
Judas Thaddäus Simon	1
Judit	1
Judith	60
Judith Anna	1
Judith Edith	1
Judith Helena	1
Judith Maria	1
Judith Salome	1
Judith Veronika	1
Juditha	9
Judtina	1
Jui	1
Juistina	1
Jul	1
Jul.	172
Jul. 	2
Jul. A. Ther. 	1
Jul. Magd.	2
Jul. Wilh.	1
Jula	1
Julg.	1
Juli	36
Juli  	2
Juli.	10
Julia	448
Julia  	2
Julia Andrea	2
Julia Birgit	1
Julia Christina	2
Julia Elisabeth Maria	1
Julia Emilie	1
Julia Franziska	4
Julia Gertrud	1
Julia Hannelore	1
Julia Katharina	1
Julia Leokadia	1
Julia Magdalena	1
Julia Maria	6
Julia Maria Franziska	1
Julia Maria Theresia	1
Julia Michaela	1
Julia Rita	2
Julia Sophie	1
Julia Theres	1
Julia Theresia	2
Julia von	1
Julia.	3
Julian	7
Julian Alois	3
Julian Helmut	1
Julian Johannes	1
Julian Josef	1
Julian Reinhard	1
Julian Simon	1
Juliana	10188
Juliana 	6
Juliana   	5
Juliana Agatha Scholastica	1
Juliana Amalie	1
Juliana Angela	1
Juliana Anna	4
Juliana Anna Maria	1
Juliana Apolonia	1
Juliana Barbara	1
Juliana Creszenti	1
Juliana Eleonora	1
Juliana Elisab. Val.	1
Juliana Elisabeth	3
Juliana Franziska	2
Juliana Friderica Carolina	1
Juliana Frieda	1
Juliana Friederika	1
Juliana Hedwig	1
Juliana Johanna	1
Juliana Karolina	2
Juliana Katha.	1
Juliana Katharina	2
Juliana Kreszentia	1
Juliana M.	2
Juliana Magdalena	1
Juliana Maria	15
Juliana Maria Anna	1
Juliana Maria Franziska	1
Juliana Mathild	2
Juliana Mathilde	2
Juliana Thekla	3
Juliana Theodora	1
Juliana Ther.	1
Juliana Theres	1
Juliana Theresia	6
Juliana Victoria	1
Juliana Viktoria	1
Juliana Walburga	1
Juliane	154
Juliane 	3
Juliane Josefine	1
Juliane Maria	2
Julianna	38
Julianna 	2
Julianna Barbara	1
Julianna Maria	1
Julianna Maria Frieda	1
Julianne	1
Julianne 	1
Julianne Eleonore	1
Julianus	5
Julianus Heinrich	1
Julie	463
Julie  	1
Julie Anne	1
Julie Augusta	1
Julie Emilie Theres	1
Julie Josephine Pauline	1
Juliernes	1
Julija	1
Julina	2
Julitta Maria Magdalena	1
Julius	313
Julius Andreas	2
Julius Antonius	1
Julius August	2
Julius August Germanus	1
Julius Christian	1
Julius Ferdinand	2
Julius Franz Hieronymus Innozenz	1
Julius Franz Hieronymus Inozenz	1
Julius Franz Xaver	1
Julius Friedrich	1
Julius Friedrich Karl	1
Julius Georg	1
Julius Heinr. Eduard	1
Julius Heinrich	2
Julius Heinrich Eduard	1
Julius Ignatz Franz Martin	1
Julius Joachim	1
Julius Joseph	3
Julius Joseph Franz	1
Julius Joseph Frn. 	1
Julius Ladislaus	1
Julius Ludwig	1
Julius Oskar	1
Julius Richard	1
Julius Theodor	2
Julius Viktor	1
Julius Wolf	1
Julius Xaver	1
July	2
Julyana	2
Jürgen	30
Jürgen Alexander	1
Jürgen Andreas	1
Jürgen Bernhard	1
Jürgen Edwin Lambert	1
Jürgen Elbert	1
Jürgen Erwin	1
Jürgen Franz	4
Jürgen Günter	1
Jürgen Hans Hermann	1
Jürgen Helmut	1
Jürgen Herbert	1
Jürgen Josef	2
Jürgen Konrad	1
Jürgen Markus	1
Jürgen Michael	1
Jürgen Reza	1
Jürgen Robert	1
Jürgen Robert Kurt	1
Jürgen Roland	1
Jürgen Rudolf	2
Jürgen Thomas	1
Jürgen Ulrich	1
Jury	1
Jus.	1
Jusine	1
Just.	13
Justiana	1
Justin	2
Justin Markus	1
Justin Michael	1
Justin.	1
Justina	2130
Justina 	2
Justina Anna	1
Justina Barbara	1
Justina Franziska	1
Justina Juliana	2
Justina Magdalena	2
Justina Maria	1
Justina Marianna Theresia	1
Justine	23
Justinian	1
Justinus	1
Justu.	1
Justus	9
Justus Christoph	1
Juszens	1
Juta Gabriela	1
Jutta	24
Jutta   	2
Jutta Anna	1
Jutta Barbara	1
Jutta Berta Mathilde	1
Jutta Brigitta	2
Jutta Hanna	1
Jutta Katharina	2
Jutta Maria	3
Jutta Math.	1
Jutta Mathilde	1
Jutta Roswitha	1
Jutta Theresia	3
Juvenal	2
Juvenalis	1
K.	14
K. 	1
K. K.	2
K.Johann	1
Ká	2
Ka.	1
Ka. 	1
Kaar	1
Kaarlos	1
Kaath	1
Kachus	1
Kafer	1
Kahrtan	1
Kaht	1
Kahtar	1
Kai Roman	1
Kaidin	1
Kaietan	3
Kaietan Lorenz	2
Kainz	2
Kaj.	2
Kajet.	2
Kajet. Jos. Pet. Joh. N.	2
Kajetan	943
Kajetan Ägid.	1
Kajetan Fidel Adalbert	2
Kajetan Johann	1
Kajetan Jos. 	1
Kajetan Joseph	1
Kajetan Lorenz	1
Kajetan Ludwig	1
Kajetana	5
Kajetanus	1
Kajus	2
Kalonia Augusta	1
Kamilla	7
Kamilla Christiane	1
Kamilla Ida	2
Kamilla Theres	1
Kand.	1
Kandida	1
Kandidus	5
Kanisius	1
Kantius	2
Kanutus Sebastian	2
Kaor	1
Kap.	1
Kaphia	1
Kapistran	3
Kapistrana	1
Kar.	33
Karalina	1
Karam	1
Karblain	1
Karel	1
Karilina	1
Karin	41
Karin   	6
Karin Alexandra	1
Karin Angela	1
Karin Anna	5
Karin Anna Elisabeth	1
Karin Christa	2
Karin Elisabeth	1
Karin Elke	1
Karin Elke Patricia	3
Karin Emilie	1
Karin Franziska	1
Karin Friederike	2
Karin Gertraud	2
Karin Helga	1
Karin Hildegard	1
Karin Ingrid Andrea	1
Karin Johanna	3
Karin Katharina	1
Karin Kornelia	1
Karin Maria	18
Karin Renate	1
Karin Sabine	1
Karin Theresia	1
Karin Ulla	1
Karin Ursula	1
Karin Utta	1
Karina	5
Karina Maria	1
Karißr	1
Karitas	3
karl	1
Karl	14625
Karl-H. B.	1
Karl-Heinz	4
Karl-Josef	2
Karl 	92
Karl  	25
Karl   	217
Karl    	4
Karl  Bor.	1
Karl Adam	3
Karl Adolf	5
Karl Adolf Johann	1
Karl Adolph	5
Karl Adreas	3
Karl Ägid	1
Karl Alb.	1
Karl Alban	1
Karl Albert	10
Karl Albert Joseph	1
Karl Albert Philipp	1
Karl Albrecht	2
Karl Albrecht Ferdinand	1
Karl Alexander	1
Karl Alfons	2
Karl Alfred	3
Karl Alois	11
Karl Alois Franz	1
Karl Alois William	1
Karl Alphons	1
Karl Altmann	1
Karl Ambros	1
Karl Andrä	1
Karl Andreas	4
Karl Ant.	2
Karl Anton	33
Karl Anton Alois	1
Karl Anton Thaddä	2
Karl August	22
Karl B.	13
Karl B. Aloisius	1
Karl B. F. X. 	1
Karl B. Heinr.	1
Karl B. Herm.	1
Karl B. Sebast.	1
Karl Bar. Johannes	1
Karl Bara.	1
Karl Barom.	1
Karl Baromäus	1
Karl Barr. 	1
Karl Barromäus	1
Karl Barthol.	2
Karl Bartholomäus	1
Karl Benedikt	1
Karl Bernhard	1
Karl Bor.	13
Karl Bor. 	2
Karl Bor. Ant. 	1
Karl Boram.	1
Karl Borgia	9
Karl Borgias	1
Karl Börn Max Ed.	1
Karl Borom.	4
Karl Boromä	2
Karl Boroman	1
Karl Boromäus	119
Karl Boromeus	2
Karl Borr.	7
Karl Borr. 	12
Karl Borr.    	1
Karl Borr. Anton	1
Karl Borr. Christ. Nik. 	1
Karl Borr. F. X. 	1
Karl Borr. Franz	1
Karl Borr. Friedr. 	1
Karl Borr. Gottfr. 	1
Karl Borr. Heinr. 	1
Karl Borr. Joh. B. 	1
Karl Borr. Jos. 	1
Karl Borr. Joseph	1
Karl Borr. Michael	2
Karl Borr. Nep. 	1
Karl Borr. Pet. 	1
Karl Borr. Wilhelm	1
Karl Borrom.	14
Karl Borrom. 	1
Karl Borromä	13
Karl Borromaeus	2
Karl Borromäus	212
Karl Borromäus Christian	1
Karl Borromäus Hubert	1
Karl Borromäus Sebastian	1
Karl Borromeus	11
Karl Bruno	1
Karl Caj.	1
Karl Christian	4
Karl Christian Franz	1
Karl Christoph	3
Karl Corromäus	1
Karl d. G.	1
Karl d. G. M. 	1
Karl d. G. R. 	1
Karl d. Gr.	4
Karl d. Gr. 	7
Karl d. Gr.   	3
Karl d. Gr. A. 	1
Karl d. Gr. Anton	1
Karl d. Gr. Aug. 	1
Karl d. Gr. Fr. 	1
Karl d. Gr. Jos. 	3
Karl d. Gr. M. A. 	1
Karl d. Gr. Theod. Jos. 	1
Karl d. Große	1
Karl der Große	39
Karl Dominik	1
Karl Dominikus Michael	1
Karl Eberhard	1
Karl Edm.	1
Karl Edmund	2
Karl Eduard	5
Karl Edwin Stefan	1
Karl Emanuel	1
Karl Emil	3
Karl Emil Hermann	1
Karl Emmeram	1
Karl Erich	1
Karl Ernest	3
Karl Ernst	2
Karl Erwin	2
Karl Evangelist	1
Karl Felix	1
Karl Felix Kaspar	2
Karl Ferd.	2
Karl Ferdinand	13
Karl Florian	6
Karl Franz	24
Karl Franz 	1
Karl Franz Josef	2
Karl Franz Joseph	2
Karl Franz Michael	1
Karl Franz Paul	1
Karl Franz Xav.	1
Karl Franz Xaver	4
Karl Franz Xaver Chrysant	1
Karl Frid.	1
Karl Fried.	1
Karl Friederich	2
Karl Friederich Hilarius	1
Karl Friederich Stephan	1
Karl Friedr.	4
Karl Friedr. Heinr.	1
Karl Friedrich	24
Karl Friedrich Sephan	1
Karl Fritz	2
Karl Frz. Barthol.	1
Karl Frz. X.	1
Karl Gabriel	1
Karl Georg	44
Karl Georg Johann	1
Karl Gg.	3
Karl Gottfr.	1
Karl Gottfried	2
Karl Gottlieb Georg	1
Karl Günther	1
Karl Gust. Jos.	1
Karl Gustav	1
Karl H. 	1
Karl Hans	1
Karl Hans Georg	1
Karl Hans Heinz	2
Karl Heinerich	1
Karl Heinerich Peter Johann	1
Karl Heinr. 	1
Karl Heinrich	34
Karl Heinrich Friedrich	1
Karl Heinrich Joseph	1
Karl Heinrich Peter Johann	1
Karl Heinrich Rupert	1
Karl Heinz	73
Karl Heinz 	1
Karl Heinz   	4
Karl Heinz Fritz	1
Karl Heinz Johann	1
Karl Heinz Jos.	2
Karl Heinz Joseph	1
Karl Heinz Ludwig	1
Karl Heinz Otto	2
Karl Helmut	1
Karl Herb.	1
Karl Hermann	4
Karl Horst	2
Karl Hubert	2
Karl Ignatz Gottlieb	1
Karl Ignatz Vinzenz	1
Karl Ignaz	5
Karl J.	1
Karl Jak.	1
Karl Jakob	9
Karl Jakob Georg	1
Karl Joachim	1
Karl Joh.	1
Karl Joh. max Rudolf	1
Karl Johann	43
Karl Johann Adam	2
Karl Johann Adolf	1
Karl Johann Anton	2
Karl Johann Nepomuk	1
Karl Johann Nepomuk Peter	1
Karl Johann Richard	1
Karl Jörg	1
Karl Jos.	15
Karl Jos. 	1
Karl Jos. Georg	2
Karl Josef	34
Karl Josef Alois	1
Karl Josef Johannes	1
Karl Josepg Wolfgang	1
Karl Joseph	112
Karl Joseph 	3
Karl Joseph  	1
Karl Joseph Anton	3
Karl Joseph Julius	2
Karl Joseph Matthias	1
Karl Joseph Michael	1
Karl Joseph Wilhelm	1
Karl Julius	2
Karl Jürgen	2
Karl Justin	1
Karl Kaspar	3
Karl Klemens	1
Karl Konrad	4
Karl Korrom.	1
Karl Kurt	2
Karl Leonard	1
Karl Leonhard	5
Karl Leopold	11
Karl Lor.	1
Karl Lorenz	8
Karl Lorenz Wilhelm	1
Karl Lorr.	2
Karl Lothar	2
Karl Lud. Mart.	1
Karl Ludw.	2
Karl Ludw. 	1
Karl Ludw. Hermann	1
Karl Ludwig	43
Karl Ludwig August	2
Karl Ludwig Georg	1
Karl Ludwig Johann Baptist	1
Karl M.	2
Karl Magnus	14
Karl Magnus Andreas Ferdinand	1
Karl Manfred	1
Karl Maria	2
Karl Maria Anna	1
Karl Maria Ferdinand	1
Karl Maria Joseph Thadäus Johann Nepomuk	1
Karl Markus	1
Karl Mart.	1
Karl Martin	13
Karl Martin Georg	1
Karl Marx	1
Karl Math. 	1
Karl Mathias	8
Karl Matthä	1
Karl Matthäus	1
Karl Max	21
Karl Max Joseph	3
Karl Max.	1
Karl Maximilian	4
Karl Maximilian Josef	1
Karl Michael	10
Karl Michael Georg	4
Karl Michael Joseph	2
